#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
17913,20.794,33.273,21.507,33.862,21.497,32.679,20.092,32.679,20.082,33.862,65,7.869,0,0.5,MS230430d,17913,7.869
17630,16.714,32.182,17.418,32.771,17.409,31.588,16.020,31.588,16.011,32.771,41,3.706,1,0.5,MS230430d,17630,3.706
18190,21.022,34.364,21.744,34.953,21.733,33.770,20.310,33.770,20.300,34.953,21,2.237,2,0.5,MS230430d,18190,2.237
17911,18.195,33.273,18.907,33.862,18.898,32.679,17.492,32.679,17.483,33.862,23,2.215,3,0.5,MS230430d,17911,2.215
17058,15.052,30.000,15.739,30.590,15.731,29.407,14.373,29.407,14.365,30.590,20,2.072,4,0.5,MS230430d,17058,2.072
17912,19.495,33.273,20.207,33.862,20.197,32.679,18.792,32.679,18.782,33.862,21,1.492,5,0.5,MS230430d,17912,1.492
17057,13.798,30.000,14.485,30.590,14.477,29.407,13.119,29.407,13.111,30.590,22,1.470,6,0.5,MS230430d,17057,1.470
21446,27.818,48.545,28.722,49.133,28.701,47.951,26.935,47.951,26.914,49.133,32,1.433,7,0.5,MS230430d,21446,1.433
20755,23.077,45.273,23.926,45.861,23.909,44.678,22.245,44.678,22.228,45.861,8,1.374,8,0.5,MS230430d,20755,1.374
17910,16.895,33.273,17.608,33.862,17.598,32.679,16.193,32.679,16.183,33.862,23,1.327,9,0.5,MS230430d,17910,1.327
17627,12.857,32.182,13.561,32.771,13.551,31.588,12.163,31.588,12.154,32.771,17,1.294,10,0.5,MS230430d,17627,1.294
21661,20.000,49.636,20.925,50.224,20.902,49.041,19.098,49.041,19.075,50.224,28,1.281,11,0.5,MS230430d,21661,1.281
17344,13.944,31.091,14.639,31.681,14.630,30.498,13.257,30.498,13.249,31.681,26,1.272,12,0.5,MS230430d,17344,1.272
