name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
86639,20.916,33.256,86.856,9.087594534208856e-06,17.0,1.000,0,0.5,MS230430d,86639,1.000
86634,20.798,33.460,85.663,9.358363932047395e-06,12.0,0.727,1,0.5,MS230430d,86634,0.727
1024549,20.916,33.256,85.854,9.219308840895545e-06,12.0,0.716,2,0.5,MS230430d,1024549,0.716
1024500,14.454,30.352,85.000,1.0873056799855422e-05,9.0,0.633,3,0.5,MS230430d,1024500,0.633
310,17.745,33.152,90.773,6.5498033247334705e-06,14.0,0.594,4,0.5,MS230430d,310,0.594
61573,42.259,63.082,88.227,8.927722130864831e-06,10.0,0.578,5,0.5,MS230430d,61573,0.578
1024793,21.418,34.713,82.421,9.829078680238091e-06,9.0,0.573,6,0.5,MS230430d,1024793,0.573
1024935,23.421,44.929,81.024,1.321969471539767e-05,6.599999904632568,0.565,7,0.5,MS230430d,1024935,0.565
1025388,17.900,49.121,91.080,1.2044100812569698e-05,7.099999904632568,0.554,8,0.5,MS230430d,1025388,0.554
1025400,14.386,30.281,87.501,1.0678031316911243e-05,8.0,0.553,9,0.5,MS230430d,1025400,0.553
86662,23.421,44.929,79.715,1.356780999374256e-05,6.0,0.527,10,0.5,MS230430d,86662,0.527
101064,45.672,64.349,94.295,7.903066160883162e-06,10.0,0.512,11,0.5,MS230430d,101064,0.512
1024626,12.449,32.278,76.691,9.092634601516729e-06,8.0,0.471,12,0.5,MS230430d,1024626,0.471
1026289,21.124,56.182,90.617,9.834651291709728e-06,7.0,0.446,13,0.5,MS230430d,1026289,0.446
1024645,20.798,33.460,68.586,8.949831150269217e-06,7.599999904632568,0.440,14,0.5,MS230430d,1024645,0.440
695,13.051,29.677,92.667,8.876831383879586e-06,7.300000190734863,0.419,15,0.5,MS230430d,695,0.419
854,14.413,43.801,85.314,1.4988306564547302e-05,4.300000190734863,0.417,16,0.5,MS230430d,854,0.417
1025253,24.788,48.283,89.827,1.0339199915479974e-05,6.0,0.402,17,0.5,MS230430d,1025253,0.402
1024578,16.854,32.413,89.010,6.8490969819851325e-06,9.0,0.399,18,0.5,MS230430d,1024578,0.399
1024890,16.823,32.483,69.383,9.685195663553462e-06,6.300000190734863,0.395,19,0.5,MS230430d,1024890,0.395
1024799,13.781,31.542,92.824,1.0110701121995845e-05,6.0,0.393,20,0.5,MS230430d,1024799,0.393
879,12.196,31.957,71.642,8.157207033767576e-06,7.0,0.370,21,0.5,MS230430d,879,0.370
1025738,21.161,33.473,89.714,8.56095864736902e-06,6.599999904632568,0.366,22,0.5,MS230430d,1025738,0.366
86590,16.823,32.482,89.019,6.947114070100443e-06,8.0,0.360,23,0.5,MS230430d,86590,0.360
1026078,23.760,41.248,85.369,1.0673216853775558e-05,5.199999809265137,0.359,24,0.5,MS230430d,1026078,0.359
1025198,45.672,64.349,90.742,8.384388319682458e-06,6.599999904632568,0.358,25,0.5,MS230430d,1025198,0.358
652,30.289,50.507,75.852,1.0849880997403631e-05,5.0,0.351,26,0.5,MS230430d,652,0.351
459,15.152,30.669,79.618,1.0717027797078677e-05,5.0,0.347,27,0.5,MS230430d,459,0.347
1025187,17.098,33.134,78.152,8.913698298694565e-06,5.900000095367432,0.340,28,0.5,MS230430d,1025187,0.340
663,21.112,33.800,89.074,8.712339335461708e-06,6.0,0.338,29,0.5,MS230430d,663,0.338
1025156,20.483,50.047,102.307,5.118065612060423e-06,10.0,0.331,30,0.5,MS230430d,1025156,0.331
1024878,17.154,39.644,101.512,4.5228292251136055e-06,11.0,0.322,31,0.5,MS230430d,1024878,0.322
1025511,17.652,33.126,95.650,5.457153422110028e-06,9.0,0.318,32,0.5,MS230430d,1025511,0.318
1028274,25.174,45.835,85.448,1.2068190361565983e-05,3.9000000953674316,0.305,33,0.5,MS230430d,1028274,0.305
96370,20.751,53.262,99.531,7.743875880685202e-06,6.0,0.301,34,0.5,MS230430d,96370,0.301
1026158,25.450,49.041,93.973,8.976882786932154e-06,5.099999904632568,0.296,35,0.5,MS230430d,1026158,0.296
1025907,20.485,33.521,76.941,9.955852368548156e-06,4.400000095367432,0.284,36,0.5,MS230430d,1025907,0.284
1027764,13.368,32.482,93.329,9.875372439174034e-06,4.400000095367432,0.281,37,0.5,MS230430d,1027764,0.281
1026681,20.119,32.709,92.597,7.583729724804798e-06,5.599999904632568,0.275,38,0.5,MS230430d,1026681,0.275
1027190,34.987,55.307,85.587,9.555828703015741e-06,4.400000095367432,0.272,39,0.5,MS230430d,1027190,0.272
1024906,17.309,32.752,88.928,6.822464143338465e-06,6.099999904632568,0.269,40,0.5,MS230430d,1024906,0.269
1024874,21.591,34.703,91.432,8.303667131386572e-06,5.0,0.269,41,0.5,MS230430d,1024874,0.269
942,13.710,29.247,109.842,5.140687935210452e-06,8.0,0.266,42,0.5,MS230430d,942,0.266
68409,37.928,64.139,80.230,8.198670053933567e-06,5.0,0.265,43,0.5,MS230430d,68409,0.265
1027759,13.831,31.749,101.071,7.440678526737946e-06,5.5,0.265,44,0.5,MS230430d,1027759,0.265
