#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
2950,14.516,28.286,16.060,29.620,16.022,26.935,13.011,26.935,12.972,29.620,21,0.910,0,0.5,MS230430d,2950,0.910
2949,11.613,28.286,13.157,29.620,13.118,26.935,10.107,26.935,10.069,29.620,46,0.803,1,0.5,MS230430d,2949,0.803
2166,26.471,12.857,27.855,14.196,27.840,11.511,25.101,11.511,25.086,14.196,70,0.648,2,0.5,MS230430d,2166,0.648
2029,26.277,10.286,27.648,11.625,27.636,8.940,24.919,8.940,24.907,11.625,32,0.592,3,0.5,MS230430d,2029,0.592
1754,28.696,5.143,30.046,6.484,30.041,3.799,27.351,3.799,27.345,6.484,60,0.569,4,0.5,MS230430d,1754,0.569
2565,16.489,20.571,17.935,21.908,17.910,19.223,15.067,19.223,15.042,21.908,25,0.537,5,0.5,MS230430d,2565,0.537
2434,21.654,18.000,23.077,19.337,23.055,16.652,20.253,16.652,20.232,19.337,29,0.478,6,0.5,MS230430d,2434,0.478
2299,18.806,15.429,20.208,16.767,20.190,14.082,17.422,14.082,17.404,16.767,24,0.418,7,0.9,MS230430d,2299,0.418
2300,21.493,15.429,22.894,16.767,22.876,14.082,20.109,14.082,20.091,16.767,50,0.395,8,0.9,MS230430d,2300,0.395
2695,13.953,23.143,15.428,24.479,15.399,21.794,12.508,21.794,12.479,24.479,28,0.390,9,0.9,MS230430d,2695,0.390
2696,16.744,23.143,18.219,24.479,18.190,21.794,15.299,21.794,15.269,24.479,19,0.347,10,0.9,MS230430d,2696,0.347
1892,28.696,7.714,30.055,9.055,30.046,6.370,27.345,6.370,27.337,9.055,27,0.246,11,0.9,MS230430d,1892,0.246
2165,23.824,12.857,25.208,14.196,25.193,11.511,22.454,11.511,22.439,14.196,33,0.223,12,0.9,MS230430d,2165,0.223
2694,11.163,23.143,12.637,24.479,12.608,21.794,9.717,21.794,9.688,24.479,10,0.184,13,0.9,MS230430d,2694,0.184
2435,24.361,18.000,25.783,19.337,25.762,16.652,22.960,16.652,22.939,19.337,17,0.180,14,0.9,MS230430d,2435,0.180
2163,18.529,12.857,19.914,14.196,19.899,11.511,17.160,11.511,17.145,14.196,18,0.178,15,0.9,MS230430d,2163,0.178
2027,21.022,10.286,22.392,11.625,22.381,8.940,19.663,8.940,19.652,11.625,25,0.147,16,0.9,MS230430d,2027,0.147
2164,21.176,12.857,22.561,14.196,22.546,11.511,19.807,11.511,19.792,14.196,21,0.139,17,0.9,MS230430d,2164,0.139
1476,28.489,0.000,29.832,1.342,29.832,-1.342,27.147,-1.343,27.147,1.343,50,0.130,18,0.9,MS230430d,1476,0.130
1616,31.079,2.571,32.424,3.913,32.422,1.228,29.737,1.228,29.734,3.913,20,0.127,19,0.9,MS230430d,1616,0.127
1891,26.087,7.714,27.446,9.055,27.437,6.370,24.736,6.370,24.728,9.055,33,0.114,20,0.9,MS230430d,1891,0.114
2436,27.068,18.000,28.490,19.337,28.469,16.652,25.667,16.652,25.645,19.337,21,0.108,21,0.9,MS230430d,2436,0.108
1753,26.087,5.143,27.438,6.484,27.432,3.799,24.742,3.799,24.736,6.484,16,0.105,22,0.9,MS230430d,1753,0.105
2433,18.947,18.000,20.370,19.337,20.348,16.652,17.546,16.652,17.525,19.337,19,0.104,23,0.9,MS230430d,2433,0.104
2564,13.740,20.571,15.187,21.908,15.162,19.223,12.319,19.223,12.294,21.908,10,0.103,24,0.9,MS230430d,2564,0.103
2167,29.118,12.857,30.502,14.196,30.487,11.511,27.748,11.511,27.733,14.196,26,0.101,25,0.9,MS230430d,2167,0.101
1614,25.899,2.571,27.245,3.913,27.242,1.228,24.557,1.228,24.554,3.913,12,0.098,26,0.9,MS230430d,1614,0.098
1615,28.489,2.571,29.834,3.913,29.832,1.228,27.147,1.228,27.144,3.913,18,0.096,27,0.9,MS230430d,1615,0.096
2432,16.241,18.000,17.663,19.337,17.641,16.652,14.840,16.652,14.818,19.337,16,0.087,28,0.95,MS230430d,2432,0.087
2824,14.286,25.714,15.793,27.049,15.759,24.364,12.812,24.364,12.779,27.049,5,0.086,29,0.95,MS230430d,2824,0.086
2825,17.143,25.714,18.650,27.049,18.616,24.364,15.669,24.364,15.636,27.049,15,0.083,30,0.95,MS230430d,2825,0.083
2301,24.179,15.429,25.581,16.767,25.563,14.082,22.795,14.082,22.777,16.767,26,0.065,31,0.95,MS230430d,2301,0.065
2952,20.323,28.286,21.867,29.620,21.828,26.935,18.817,26.935,18.779,29.620,25,0.060,32,0.95,MS230430d,2952,0.060
1477,31.079,0.000,32.422,1.343,32.422,-1.343,29.737,-1.343,29.737,1.343,47,0.060,33,0.95,MS230430d,1477,0.060
1752,23.478,5.143,24.829,6.484,24.823,3.799,22.133,3.799,22.127,6.484,10,0.050,34,0.95,MS230430d,1752,0.050
1890,23.478,7.714,24.837,9.055,24.829,6.370,22.128,6.370,22.119,9.055,13,0.045,35,1.0,MS230430d,1890,0.045
2951,17.419,28.286,18.963,29.620,18.925,26.935,15.914,26.935,15.875,29.620,10,0.040,36,1.0,MS230430d,2951,0.040
2953,23.226,28.286,24.770,29.620,24.731,26.935,21.720,26.935,21.682,29.620,13,0.038,37,1.0,MS230430d,2953,0.038
2298,16.119,15.429,17.521,16.767,17.503,14.082,14.736,14.082,14.718,16.767,14,0.038,38,1.0,MS230430d,2298,0.038
2030,28.905,10.286,30.275,11.625,30.264,8.940,27.546,8.940,27.535,11.625,15,0.035,39,1.0,MS230430d,2030,0.035
2823,11.429,25.714,12.936,27.049,12.902,24.364,9.955,24.364,9.922,27.049,19,0.033,40,1.0,MS230430d,2823,0.033
2567,21.985,20.571,23.431,21.908,23.406,19.223,20.563,19.223,20.538,21.908,15,0.032,41,1.0,MS230430d,2567,0.032
2698,22.326,23.143,23.800,24.479,23.771,21.794,20.880,21.794,20.851,24.479,13,0.032,42,1.0,MS230430d,2698,0.032
2028,23.650,10.286,25.020,11.625,25.008,8.940,22.291,8.940,22.279,11.625,12,0.032,43,1.0,MS230430d,2028,0.032
2826,20.000,25.714,21.507,27.049,21.473,24.364,18.527,24.364,18.493,27.049,14,0.029,44,1.0,MS230430d,2826,0.029
1889,20.870,7.714,22.229,9.055,22.220,6.370,19.519,6.370,19.510,9.055,13,0.028,45,1.0,MS230430d,1889,0.028
2827,22.857,25.714,24.364,27.049,24.331,24.364,21.384,24.364,21.350,27.049,6,0.021,46,1.0,MS230430d,2827,0.021
2697,19.535,23.143,21.010,24.479,20.980,21.794,18.089,21.794,18.060,24.479,12,0.020,47,1.0,MS230430d,2697,0.020
2828,25.714,25.714,27.221,27.049,27.188,24.364,24.241,24.364,24.207,27.049,9,0.017,48,1.0,MS230430d,2828,0.017
2302,26.866,15.429,28.267,16.767,28.249,14.082,25.482,14.082,25.464,16.767,16,0.015,49,1.0,MS230430d,2302,0.015
2026,18.394,10.286,19.764,11.625,19.753,8.940,17.036,8.940,17.024,11.625,4,0.014,50,1.0,MS230430d,2026,0.014
2954,26.129,28.286,27.673,29.620,27.635,26.935,24.624,26.935,24.585,29.620,8,0.013,51,1.0,MS230430d,2954,0.013
2566,19.237,20.571,20.683,21.908,20.658,19.223,17.815,19.223,17.790,21.908,8,0.009,52,1.0,MS230430d,2566,0.009
2569,27.481,20.571,28.928,21.908,28.902,19.223,26.060,19.223,26.034,21.908,5,0.008,53,1.0,MS230430d,2569,0.008
2568,24.733,20.571,26.179,21.908,26.154,19.223,23.311,19.223,23.286,21.908,7,0.007,54,1.0,MS230430d,2568,0.007
2699,25.116,23.143,26.591,24.479,26.562,21.794,23.671,21.794,23.642,24.479,6,0.004,55,1.0,MS230430d,2699,0.004
1613,23.309,2.571,24.655,3.913,24.652,1.228,21.967,1.228,21.964,3.913,3,0.002,56,1.0,MS230430d,1613,0.002
2431,13.534,18.000,14.956,19.337,14.935,16.652,12.133,16.652,12.111,19.337,4,0.002,57,1.0,MS230430d,2431,0.002
1888,18.261,7.714,19.620,9.055,19.611,6.370,16.910,6.370,16.902,9.055,1,0.001,58,1.0,MS230430d,1888,0.001
1751,20.870,5.143,22.220,6.484,22.215,3.799,19.524,3.799,19.519,6.484,2,0.001,59,1.0,MS230430d,1751,0.001
2162,15.882,12.857,17.267,14.196,17.252,11.511,14.513,11.511,14.498,14.196,2,0.000,60,1.0,MS230430d,2162,0.000
2297,13.433,15.429,14.835,16.767,14.817,14.082,12.049,14.082,12.031,16.767,1,0.000,61,1.0,MS230430d,2297,0.000
