#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
1811,177.391,5.143,178.742,6.484,178.736,3.799,176.046,3.799,176.041,6.484,16,0.490,0,0.5,MS230429d,1811,0.490
3013,197.419,28.286,198.963,29.620,198.925,26.935,195.914,26.935,195.875,29.620,27,0.446,1,0.5,MS230429d,3013,0.446
1672,176.115,2.571,177.460,3.913,177.458,1.228,174.773,1.228,174.770,3.913,14,0.371,2,0.5,MS230429d,1672,0.371
2888,197.143,25.714,198.650,27.049,198.616,24.364,195.669,24.364,195.636,27.049,23,0.310,3,0.5,MS230429d,2888,0.310
2225,182.647,12.857,184.031,14.196,184.017,11.511,181.277,11.511,181.263,14.196,46,0.302,4,0.5,MS230429d,2225,0.302
2088,181.314,10.286,182.684,11.625,182.673,8.940,179.955,8.940,179.944,11.625,20,0.247,5,0.5,MS230429d,2088,0.247
1533,176.115,0.000,177.458,1.343,177.458,-1.343,174.773,-1.343,174.773,1.343,17,0.221,6,0.9,MS230429d,1533,0.221
1950,180.000,7.714,181.359,9.055,181.350,6.370,178.650,6.370,178.641,9.055,17,0.217,7,0.9,MS230429d,1950,0.217
1949,177.391,7.714,178.750,9.055,178.742,6.370,176.041,6.370,176.032,9.055,11,0.210,8,0.9,MS230429d,1949,0.210
3014,200.323,28.286,201.867,29.620,201.828,26.935,198.817,26.935,198.779,29.620,31,0.196,9,0.9,MS230429d,3014,0.196
1532,173.525,0.000,174.868,1.342,174.868,-1.342,172.183,-1.343,172.183,1.343,15,0.169,10,0.9,MS230429d,1532,0.169
439,164.885,-20.571,166.307,-19.223,166.332,-21.908,163.439,-21.908,163.464,-19.223,15,0.134,11,0.9,MS230429d,439,0.134
1115,169.565,-7.714,170.916,-6.370,170.924,-9.055,168.206,-9.055,168.215,-6.370,8,0.119,12,0.9,MS230429d,1115,0.119
2887,194.286,25.714,195.793,27.049,195.759,24.364,192.812,24.364,192.779,27.049,11,0.115,13,0.9,MS230429d,2887,0.115
440,167.634,-20.571,169.055,-19.223,169.080,-21.908,166.187,-21.908,166.212,-19.223,7,0.102,14,0.9,MS230429d,440,0.102
1254,172.174,-5.143,173.519,-3.799,173.525,-6.484,170.823,-6.484,170.829,-3.799,11,0.093,15,0.9,MS230429d,1254,0.093
1393,173.525,-2.571,174.868,-1.228,174.870,-3.913,172.180,-3.913,172.183,-1.228,19,0.087,16,0.9,MS230429d,1393,0.087
840,166.765,-12.857,168.134,-11.511,168.149,-14.196,165.380,-14.196,165.395,-11.511,2,0.075,17,0.9,MS230429d,840,0.075
2628,189.618,20.571,191.065,21.908,191.040,19.223,188.197,19.223,188.172,21.908,3,0.073,18,0.9,MS230429d,2628,0.073
2226,185.294,12.857,186.679,14.196,186.664,11.511,183.924,11.511,183.910,14.196,12,0.062,19,0.95,MS230429d,2226,0.062
572,167.820,-18.000,169.220,-16.652,169.242,-19.337,166.397,-19.337,166.419,-16.652,7,0.056,20,0.95,MS230429d,572,0.056
2889,200.000,25.714,201.507,27.049,201.473,24.364,198.527,24.364,198.493,27.049,8,0.047,21,0.95,MS230429d,2889,0.047
705,166.567,-15.429,167.951,-14.082,167.969,-16.767,165.165,-16.767,165.183,-14.082,4,0.045,22,0.95,MS230429d,705,0.045
2087,178.686,10.286,180.056,11.625,180.045,8.940,177.327,8.940,177.316,11.625,5,0.040,23,0.95,MS230429d,2087,0.040
181,162.857,-25.714,164.331,-24.364,164.364,-27.049,161.350,-27.049,161.384,-24.364,1,0.032,24,1.0,MS230429d,181,0.032
2361,185.373,15.429,186.775,16.767,186.757,14.082,183.989,14.082,183.971,16.767,19,0.027,25,1.0,MS230429d,2361,0.027
309,164.651,-23.143,166.097,-21.794,166.126,-24.479,163.176,-24.479,163.206,-21.794,5,0.024,26,1.0,MS230429d,309,0.024
2495,186.767,18.000,188.189,19.337,188.168,16.652,185.366,16.652,185.345,19.337,9,0.022,27,1.0,MS230429d,2495,0.022
571,165.113,-18.000,166.514,-16.652,166.535,-19.337,163.690,-19.337,163.712,-16.652,4,0.020,28,1.0,MS230429d,571,0.020
706,169.254,-15.429,170.637,-14.082,170.655,-16.767,167.852,-16.767,167.870,-14.082,2,0.017,29,1.0,MS230429d,706,0.017
1116,172.174,-7.714,173.524,-6.370,173.533,-9.055,170.815,-9.055,170.823,-6.370,1,0.017,30,1.0,MS230429d,1116,0.017
2760,195.349,23.143,196.824,24.479,196.794,21.794,193.903,21.794,193.874,24.479,5,0.016,31,1.0,MS230429d,2760,0.016
2362,188.060,15.429,189.461,16.767,189.443,14.082,186.676,14.082,186.658,16.767,2,0.015,32,1.0,MS230429d,2362,0.015
2360,182.687,15.429,184.088,16.767,184.070,14.082,181.303,14.082,181.285,16.767,12,0.010,33,1.0,MS230429d,2360,0.010
3012,194.516,28.286,196.060,29.620,196.022,26.935,193.011,26.935,192.972,29.620,4,0.010,34,1.0,MS230429d,3012,0.010
1812,180.000,5.143,181.351,6.484,181.345,3.799,178.655,3.799,178.649,6.484,1,0.005,35,1.0,MS230429d,1812,0.005
2629,192.366,20.571,193.813,21.908,193.788,19.223,190.945,19.223,190.920,21.908,2,0.004,36,1.0,MS230429d,2629,0.004
3015,203.226,28.286,204.770,29.620,204.731,26.935,201.720,26.935,201.682,29.620,2,0.004,37,1.0,MS230429d,3015,0.004
2496,189.474,18.000,190.896,19.337,190.875,16.652,188.073,16.652,188.051,19.337,1,0.004,38,1.0,MS230429d,2496,0.004
56,162.581,-28.286,164.086,-26.935,164.125,-29.620,161.037,-29.620,161.075,-26.935,4,0.004,39,1.0,MS230429d,56,0.004
55,159.677,-28.286,161.183,-26.935,161.221,-29.620,158.133,-29.620,158.172,-26.935,3,0.004,40,1.0,MS230429d,55,0.004
2089,183.942,10.286,185.312,11.625,185.300,8.940,182.583,8.940,182.571,11.625,2,0.003,41,1.0,MS230429d,2089,0.003
1673,178.705,2.571,180.050,3.913,180.047,1.228,177.363,1.228,177.360,3.913,1,0.003,42,1.0,MS230429d,1673,0.003
841,169.412,-12.857,170.781,-11.511,170.796,-14.196,168.027,-14.196,168.042,-11.511,2,0.003,43,1.0,MS230429d,841,0.003
2494,184.060,18.000,185.483,19.337,185.461,16.652,182.659,16.652,182.638,19.337,1,0.002,44,1.0,MS230429d,2494,0.002
1253,169.565,-5.143,170.910,-3.799,170.916,-6.484,168.214,-6.484,168.220,-3.799,3,0.002,45,1.0,MS230429d,1253,0.002
1671,173.525,2.571,174.870,3.913,174.868,1.228,172.183,1.228,172.180,3.913,1,0.002,46,1.0,MS230429d,1671,0.002
2627,186.870,20.571,188.317,21.908,188.292,19.223,185.449,19.223,185.424,21.908,1,0.001,47,1.0,MS230429d,2627,0.001
1392,170.935,-2.571,172.278,-1.228,172.281,-3.913,169.590,-3.913,169.593,-1.228,1,0.001,48,1.0,MS230429d,1392,0.001
1810,174.783,5.143,176.133,6.484,176.128,3.799,173.438,3.799,173.432,6.484,1,0.000,49,1.0,MS230429d,1810,0.000
2759,192.558,23.143,194.033,24.479,194.004,21.794,191.113,21.794,191.083,24.479,3,0.000,50,1.0,MS230429d,2759,0.000
1951,182.609,7.714,183.968,9.055,183.959,6.370,181.258,6.370,181.250,9.055,1,0.000,51,1.0,MS230429d,1951,0.000
2886,191.429,25.714,192.936,27.049,192.902,24.364,189.955,24.364,189.922,27.049,0,0.000,52,1.0,MS230429d,2886,0.000
308,161.860,-23.143,163.306,-21.794,163.335,-24.479,160.386,-24.479,160.415,-21.794,0,0.000,53,1.0,MS230429d,308,0.000
2758,189.767,23.143,191.242,24.479,191.213,21.794,188.322,21.794,188.293,24.479,0,0.000,54,1.0,MS230429d,2758,0.000
1255,174.783,-5.143,176.128,-3.799,176.133,-6.484,173.432,-6.484,173.438,-3.799,0,0.000,55,1.0,MS230429d,1255,0.000
2224,180.000,12.857,181.384,14.196,181.370,11.511,178.630,11.511,178.616,14.196,0,0.000,56,1.0,MS230429d,2224,0.000
977,168.175,-10.286,169.534,-8.940,169.545,-11.625,166.805,-11.625,166.817,-8.940,0,0.000,57,1.0,MS230429d,977,0.000
978,170.803,-10.286,172.162,-8.940,172.173,-11.625,169.433,-11.625,169.444,-8.940,0,0.000,58,1.0,MS230429d,978,0.000
1394,176.115,-2.571,177.458,-1.228,177.460,-3.913,174.770,-3.913,174.773,-1.228,0,0.000,59,1.0,MS230429d,1394,0.000
3016,206.129,28.286,207.673,29.620,207.635,26.935,204.624,26.935,204.585,29.620,0,0.000,60,1.0,MS230429d,3016,0.000
