#	Observing Date = 2023-04-27
#	Observatory = RASA36
#	-18 deg sunset = 19:33
#	-18 deg sunrise = 05:48
#	Moon ra, dec = 8:8:22.64   25:32:52.27
#	Moon phase = 0.44
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight | note |
| MS230427d | 06:00:00 | -28:17:08 |    11:46 |       16:23 |   21:05 |             61 |  0.008916323990661622 |   31 |
| MS230427d | 06:11:36 | -28:17:08 |    11:57 |       16:42 |   21:16 |             60 |   0.07321462460941808 |   32 |
| MS230427d | 06:17:08 | -25:42:51 |    12:07 |       16:48 |   21:17 |             57 |   0.21082184722951952 |  157 |
| MS230427d | 06:19:32 | -23:08:34 |    12:14 |       16:49 |   21:15 |             55 |   0.03182121906311388 |  284 |
| MS230427d | 06:23:13 | -28:17:08 |    12:09 |       16:54 |   21:28 |             59 |     2.485559239249638 |   33 |
| MS230427d | 06:28:34 | -25:42:51 |    12:19 |       16:58 |   21:29 |             56 |      1.78546041071982 |  158 |
| MS230427d | 06:30:41 | -23:08:34 |    12:25 |       16:59 |   21:26 |             54 |  0.020806683635031322 |  285 |
| MS230427d | 06:34:50 | -28:17:08 |    12:20 |       17:02 |   21:39 |             58 |     2.214836360301136 |   34 |
| MS230427d | 06:35:43 | -20:34:17 |    12:35 |       17:02 |   21:26 |             51 |   0.05591888168215922 |  415 |
| MS230427d | 06:40:00 | -25:42:51 |    12:30 |       17:05 |   21:40 |             55 |    1.5660068573747357 |  159 |
| MS230427d | 06:41:51 | -23:08:34 |    12:37 |       17:07 |   21:37 |             53 |    1.4116411292003057 |  286 |
| MS230427d | 06:46:27 | -28:17:08 |    12:32 |       17:09 |   21:51 |             57 |    1.3070127079605784 |   35 |
| MS230427d | 06:46:43 | -20:34:17 |    12:46 |       17:10 |   21:37 |             50 |   0.17060893181529202 |  416 |
| MS230427d | 06:51:25 | -18:00:00 |    12:56 |       17:14 |   21:37 |             47 |  0.007405598501810519 |  548 |
| MS230427d | 06:51:25 | -25:42:51 |    12:41 |       17:13 |   21:51 |             54 |    0.2825024320355198 |  160 |
| MS230427d | 06:53:01 | -23:08:34 |    12:48 |       17:15 |   21:48 |             52 |    0.1490671038882614 |  287 |
| MS230427d | 06:57:42 | -20:34:17 |    12:57 |       17:19 |   21:48 |             49 |     1.344252932719074 |  417 |
| MS230427d | 06:58:03 | -28:17:08 |    12:43 |       17:17 |   22:03 |             56 |   0.05158753499270535 |   36 |
| MS230427d | 06:59:06 | -15:25:42 |    13:09 |       17:22 |   21:39 |             44 |  0.015268674478553138 |  682 |
| MS230427d | 07:02:15 | -18:00:00 |    13:07 |       17:24 |   21:48 |             46 |    0.7076150061408242 |  549 |
| MS230427d | 07:02:51 | -25:42:51 |    12:53 |       17:22 |   22:03 |             53 |  0.019002343196563774 |  161 |
| MS230427d | 07:03:31 | -12:51:25 |    13:19 |       17:26 |   21:38 |             41 |  0.002110460038697796 |  817 |
