|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |              weight |    note | scheduled |    name |       ra |      dec |        d_L |               prob_vol | stmass |   prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230429g | 17:08:10 |  63:37:51 |    V,R | 120,120 |   5,5 |     1,1 |                 1.0 |  110697 |      True |  110697 |  257.043 |   63.631 | 129.026718 | 1.7435677355184654e-06 |   20.0 |                 1.0 |    0 |        0.5 |    Target[name=MS230429g, ra[deg]=257.043, dec[deg]=63.631 |    <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (257.043, 63.631)> | ddf8f4cc6ef44b568bc7db7f7c89c701 |  82.29162569032333 | 2023-04-29T11:42:29.287 | 2023-04-29 18:10:43.987253 | 2023-04-30T00:39:07.789 |  63.86 |
| MS230429g | 02:33:10 | -36:51:34 |    V,R | 120,120 |   5,5 |     1,1 |    0.91019921374306 | 1153491 |     False | 1153491 |  38.2933 | -36.8597 | 147.151754 | 2.6449911932609067e-06 |   12.0 |    0.91019921374306 |    1 |        0.5 |  Target[name=MS230429g, ra[deg]=38.2933, dec[deg]=-36.8597 |  <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (38.2933, -36.8597)> | cb387941facf473c8056d1c300c8d075 | 117.81122537896697 |                         | 2023-04-29 03:38:55.674396 |                         | -46.67 |
| MS230429g | 03:50:22 | -50:18:09 |    V,R | 120,120 |   5,5 |     1,1 |  0.8557203053640029 | 1155180 |     False | 1155180 |  57.5956 | -50.3026 | 161.924771 |  1.865009367899689e-06 |   16.0 |  0.8557203053640029 |    2 |        0.5 |  Target[name=MS230429g, ra[deg]=57.5956, dec[deg]=-50.3026 |  <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (57.5956, -50.3026)> | 9bc783ad049d4acc91cd82ce248df93d |  104.6966448107422 |                         | 2023-04-29 04:55:37.661545 |                         | -37.18 |
| MS230429g | 03:58:13 | -52:19:41 |    V,R | 120,120 |   5,5 |     1,1 |  0.7760103576249823 | 1153406 |     False | 1153406 |  59.5581 | -52.3281 | 151.811288 | 2.4600517322641877e-06 |   11.0 |  0.7760103576249823 |    3 |        0.5 |  Target[name=MS230429g, ra[deg]=59.5581, dec[deg]=-52.3281 |  <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (59.5581, -52.3281)> | 98b3a613f5a84d7db874e8ee1d2694d2 | 103.77840747470167 |                         | 2023-04-29 05:03:23.286499 |                         | -36.57 |
| MS230429g | 07:03:24 | -60:15:22 |    V,R | 120,120 |   5,5 |     1,1 |  0.6995982466336859 | 1155358 |     False | 1155358 | 105.8512 | -60.2561 |  146.09788 |  8.131995906443849e-07 |   30.0 |  0.6995982466336859 |    4 |        0.5 | Target[name=MS230429g, ra[deg]=105.8512, dec[deg]=-60.2561 | <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (105.8512, -60.2561)> | 7dd1801d3cca4cdc9ccade29192fd58b |   84.7380236035401 |                         | 2023-04-29 08:07:46.174552 |                         | -18.46 |
| MS230429g | 04:00:21 | -52:34:25 |    V,R | 120,120 |   5,5 |     1,1 |  0.6919429807910042 | 1154227 |     False | 1154227 |    60.09 | -52.5737 | 154.515727 | 2.4129039480123838e-06 |   10.0 |  0.6919429807910042 |    5 |        0.5 |    Target[name=MS230429g, ra[deg]=60.09, dec[deg]=-52.5737 |    <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (60.09, -52.5737)> | c94b78891ef14e25ae9c271c246c7cfc | 103.49692436040121 |                         | 2023-04-29 05:05:29.839906 |                         | -36.33 |
| MS230429g | 00:39:18 |  03:02:14 |    V,R | 120,120 |   5,5 |     1,1 |   0.630964460306803 | 1024854 |     False | 1024854 |   9.8268 |   3.0375 |  89.865838 |   2.44473842563015e-06 |    9.0 |   0.630964460306803 |    6 |        0.5 |     Target[name=MS230429g, ra[deg]=9.8268, dec[deg]=3.0375 |     <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (9.8268, 3.0375)> | 4a00a042279f4cc1832a647f22a2e567 | 137.20056890825305 |                         | 2023-04-30 01:41:44.099822 |                         |  -6.18 |
| MS230429g | 16:11:11 |  61:16:04 |    V,R | 120,120 |   5,5 |     1,1 |  0.6118514336301824 | 1026193 |      True | 1026193 | 242.7959 |  61.2679 | 142.668092 |   1.77801265185162e-06 |   12.0 |  0.6118514336301824 |    7 |        0.5 |  Target[name=MS230429g, ra[deg]=242.7959, dec[deg]=61.2679 |  <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (242.7959, 61.2679)> | f0457fa08b5f426c842b78d9ab6ddb08 |  76.56705926557672 | 2023-04-29T10:55:12.458 | 2023-04-29 17:14:14.506101 | 2023-04-29T23:33:06.432 |  66.25 |
| MS230429g | 04:01:00 | -52:59:05 |    V,R | 120,120 |   5,5 |     1,1 |  0.6000483482523176 | 1157395 |     False | 1157395 |  60.2531 |  -52.985 | 157.346007 | 2.3249515749737208e-06 |    9.0 |  0.6000483482523176 |    8 |        0.5 |   Target[name=MS230429g, ra[deg]=60.2531, dec[deg]=-52.985 |   <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (60.2531, -52.985)> | d38dce3a5cfa4a7a9440c0e82d96f438 | 103.46560231032473 |                         | 2023-04-29 05:06:08.217771 |                         | -36.36 |
| MS230429g | 01:27:10 | -18:39:11 |    V,R | 120,120 |   5,5 |     1,1 |  0.5789189920162637 | 1154041 |     False | 1154041 |  21.7922 | -18.6533 | 145.600473 | 2.2430842614042106e-06 |    9.0 |  0.5789189920162637 |    9 |        0.5 |  Target[name=MS230429g, ra[deg]=21.7922, dec[deg]=-18.6533 |  <FixedTarget "MS230429g" at SkyCoord (ICRS): (ra, dec) in deg (21.7922, -18.6533)> | be6f0e6ce61d4a688a0c493172cf2507 |  131.8042397374725 |                         | 2023-04-30 02:29:21.160246 |                         | -28.54 |
