#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
157,94.286,-25.714,95.759,-24.364,95.793,-27.049,92.779,-27.049,92.812,-24.364,53,3.845,0,0.5,MS230427c,157,3.845
1589,321.151,0.000,322.494,1.343,322.494,-1.343,319.809,-1.343,319.809,1.343,251,2.139,1,0.5,MS230427c,1589,2.139
1865,318.261,5.143,319.612,6.484,319.606,3.799,316.916,3.799,316.910,6.484,118,2.011,2,0.5,MS230427c,1865,2.011
2926,305.714,25.714,307.221,27.049,307.188,24.364,304.241,24.364,304.207,27.049,15,2.006,3,0.5,MS230427c,2926,2.006
2927,308.571,25.714,310.078,27.049,310.045,24.364,307.098,24.364,307.064,27.049,12,1.962,4,0.5,MS230427c,2927,1.962
284,94.884,-23.143,96.329,-21.794,96.358,-24.479,93.409,-24.479,93.438,-21.794,88,1.607,5,0.5,MS230427c,284,1.607
901,328.235,-12.857,329.605,-11.511,329.620,-14.196,326.851,-14.196,326.866,-11.511,99,1.397,6,0.5,MS230427c,901,1.397
371,337.674,-23.143,339.120,-21.794,339.149,-24.479,336.200,-24.479,336.229,-21.794,155,1.357,7,0.5,MS230427c,371,1.357
1727,318.561,2.571,319.906,3.913,319.904,1.228,317.219,1.228,317.216,3.913,185,1.329,8,0.5,MS230427c,1727,1.329
243,340.000,-25.714,341.473,-24.364,341.507,-27.049,338.493,-27.049,338.527,-24.364,257,1.288,9,0.5,MS230427c,243,1.288
2541,311.278,18.000,312.701,19.337,312.679,16.652,309.877,16.652,309.856,19.337,203,1.288,10,0.5,MS230427c,2541,1.288
1647,111.367,2.571,112.712,3.913,112.709,1.228,110.024,1.228,110.022,3.913,35,1.257,11,0.5,MS230427c,1647,1.257
766,330.448,-15.429,331.831,-14.082,331.849,-16.767,329.046,-16.767,329.064,-14.082,92,1.242,12,0.5,MS230427c,766,1.242
2139,315.328,10.286,316.699,11.625,316.687,8.940,313.970,8.940,313.958,11.625,159,1.209,13,0.5,MS230427c,2139,1.209
1450,321.151,-2.571,322.494,-1.228,322.496,-3.913,319.806,-3.913,319.809,-1.228,214,1.171,14,0.5,MS230427c,1450,1.171
2275,315.000,12.857,316.384,14.196,316.370,11.511,313.630,11.511,313.616,14.196,100,1.141,15,0.5,MS230427c,2275,1.141
1588,318.561,0.000,319.904,1.343,319.904,-1.343,317.219,-1.343,317.219,1.343,228,1.128,16,0.5,MS230427c,1588,1.128
2002,315.652,7.714,317.011,9.055,317.003,6.370,314.302,6.370,314.293,9.055,161,1.083,17,0.5,MS230427c,2002,1.083
158,97.143,-25.714,98.616,-24.364,98.650,-27.049,95.636,-27.049,95.669,-24.364,49,0.938,18,0.5,MS230427c,158,0.938
372,340.465,-23.143,341.911,-21.794,341.940,-24.479,338.990,-24.479,339.020,-21.794,118,0.938,19,0.5,MS230427c,372,0.938
1312,323.478,-5.143,324.823,-3.799,324.829,-6.484,322.127,-6.484,322.133,-3.799,200,0.920,20,0.5,MS230427c,1312,0.920
546,97.444,-18.000,98.845,-16.652,98.866,-19.337,96.021,-19.337,96.043,-16.652,103,0.919,21,0.5,MS230427c,546,0.919
1726,315.971,2.571,317.316,3.913,317.314,1.228,314.629,1.228,314.626,3.913,101,0.888,22,0.5,MS230427c,1726,0.888
2469,116.391,18.000,117.813,19.337,117.792,16.652,114.990,16.652,114.969,19.337,215,0.887,23,0.5,MS230427c,2469,0.887
1864,315.652,5.143,317.003,6.484,316.997,3.799,314.307,3.799,314.301,6.484,93,0.870,24,0.9,MS230427c,1864,0.870
1175,326.087,-7.714,327.437,-6.370,327.446,-9.055,324.728,-9.055,324.736,-6.370,160,0.854,25,0.9,MS230427c,1175,0.854
902,330.882,-12.857,332.252,-11.511,332.267,-14.196,329.498,-14.196,329.513,-11.511,73,0.811,26,0.9,MS230427c,902,0.811
2274,312.353,12.857,313.737,14.196,313.723,11.511,310.983,11.511,310.969,14.196,80,0.774,27,0.9,MS230427c,2274,0.774
1785,109.565,5.143,110.916,6.484,110.910,3.799,108.220,3.799,108.214,6.484,29,0.761,28,0.9,MS230427c,1785,0.761
952,102.482,-10.286,103.840,-8.940,103.852,-11.625,101.112,-11.625,101.123,-8.940,25,0.748,29,0.9,MS230427c,952,0.748
1451,323.741,-2.571,325.083,-1.228,325.086,-3.913,322.396,-3.913,322.399,-1.228,185,0.724,30,0.9,MS230427c,1451,0.724
1728,321.151,2.571,322.496,3.913,322.494,1.228,319.809,1.228,319.806,3.913,111,0.717,31,0.9,MS230427c,1728,0.717
1313,326.087,-5.143,327.432,-3.799,327.438,-6.484,324.736,-6.484,324.742,-3.799,139,0.712,32,0.9,MS230427c,1313,0.712
242,337.143,-25.714,338.616,-24.364,338.650,-27.049,335.636,-27.049,335.669,-24.364,144,0.701,33,0.9,MS230427c,242,0.701
