#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
380,94.186,-24.894,95.280,-23.890,95.297,-25.890,93.075,-25.890,93.093,-23.890,33,2.521,0,0.5,MS230427c,380,2.521
5226,307.674,24.894,308.786,25.890,308.768,23.890,306.581,23.890,306.563,25.890,11,1.961,1,0.5,MS230427c,5226,1.961
497,339.070,-24.894,340.163,-23.890,340.181,-25.890,337.958,-25.890,337.976,-23.890,221,1.731,2,0.5,MS230427c,497,1.731
210,93.728,-26.809,94.838,-25.804,94.858,-27.804,92.597,-27.804,92.617,-25.804,31,1.422,3,0.5,MS230427c,210,1.422
3054,319.787,1.915,320.788,2.915,320.787,0.915,318.787,0.915,318.786,2.915,115,1.359,4,0.5,MS230427c,3054,1.359
553,95.172,-22.979,96.251,-21.975,96.267,-23.975,94.078,-23.975,94.094,-21.975,50,1.356,5,0.5,MS230427c,553,1.356
3240,317.647,3.830,318.650,4.829,318.648,2.829,316.646,2.829,316.644,4.829,94,1.298,6,0.5,MS230427c,3240,1.298
3427,317.647,5.745,318.654,6.744,318.650,4.744,316.644,4.744,316.640,6.744,78,1.258,7,0.5,MS230427c,3427,1.258
381,96.279,-24.894,97.373,-23.890,97.390,-25.890,95.168,-25.890,95.186,-23.890,32,1.183,8,0.5,MS230427c,381,1.183
2945,111.064,1.915,112.065,2.915,112.064,0.915,110.064,0.915,110.063,2.915,17,1.092,9,0.5,MS230427c,2945,1.092
2679,321.702,-1.915,322.702,-0.915,322.703,-2.915,320.701,-2.915,320.702,-0.915,126,0.989,10,0.5,MS230427c,2679,0.989
1382,330.330,-15.319,331.362,-14.317,331.371,-16.317,329.288,-16.317,329.298,-14.317,60,0.955,11,0.5,MS230427c,1382,0.955
2867,321.702,0.000,322.702,1.000,322.702,-1.000,320.702,-1.000,320.702,1.000,147,0.947,12,0.5,MS230427c,2867,0.947
4527,312.000,17.234,313.053,18.231,313.041,16.231,310.959,16.231,310.947,18.231,81,0.883,13,0.5,MS230427c,4527,0.883
3612,315.484,7.660,316.495,8.658,316.491,6.658,314.477,6.658,314.472,8.658,81,0.815,14,0.5,MS230427c,3612,0.815
554,97.241,-22.979,98.320,-21.975,98.336,-23.975,96.147,-23.975,96.163,-21.975,47,0.814,15,0.5,MS230427c,554,0.814
2866,319.787,0.000,320.787,1.000,320.787,-1.000,318.787,-1.000,318.787,1.000,140,0.787,16,0.5,MS230427c,2866,0.787
3983,315.243,11.489,316.267,12.488,316.260,10.488,314.226,10.488,314.219,12.488,91,0.782,17,0.5,MS230427c,3983,0.782
3613,317.419,7.660,318.431,8.658,318.426,6.658,316.413,6.658,316.408,8.658,88,0.771,18,0.5,MS230427c,3613,0.771
905,97.079,-19.149,98.131,-18.146,98.144,-20.146,96.014,-20.146,96.026,-18.146,53,0.709,19,0.5,MS230427c,905,0.709
2306,325.348,-5.745,326.351,-4.744,326.354,-6.744,324.341,-6.744,324.344,-4.744,90,0.667,20,0.5,MS230427c,2306,0.667
3053,317.872,1.915,318.873,2.915,318.872,0.915,316.872,0.915,316.871,2.915,122,0.658,21,0.5,MS230427c,3053,0.658
2119,325.161,-7.660,326.168,-6.658,326.173,-8.658,324.150,-8.658,324.155,-6.658,104,0.647,22,0.5,MS230427c,2119,0.647
4609,117.303,19.149,118.368,20.146,118.356,18.146,116.251,18.146,116.238,20.146,159,0.646,23,0.5,MS230427c,4609,0.646
1749,328.865,-11.489,329.882,-10.488,329.889,-12.488,327.841,-12.488,327.848,-10.488,45,0.625,24,0.5,MS230427c,1749,0.625
3798,315.484,9.574,316.501,10.573,316.495,8.573,314.473,8.573,314.467,10.573,89,0.618,25,0.5,MS230427c,3798,0.618
4166,314.754,13.404,315.786,14.402,315.778,12.402,313.730,12.402,313.722,14.402,43,0.610,26,0.5,MS230427c,4166,0.610
1564,328.525,-13.404,329.548,-12.402,329.557,-14.402,327.492,-14.402,327.501,-12.402,50,0.598,27,0.5,MS230427c,1564,0.598
3982,313.297,11.489,314.321,12.488,314.314,10.488,312.280,10.488,312.273,12.488,79,0.595,28,0.5,MS230427c,3982,0.595
1565,330.492,-13.404,331.516,-12.402,331.524,-14.402,329.460,-14.402,329.468,-12.402,41,0.591,29,0.5,MS230427c,1565,0.591
2492,323.422,-3.830,324.424,-2.829,324.426,-4.829,322.419,-4.829,322.421,-2.829,110,0.587,30,0.5,MS230427c,2492,0.587
3132,109.733,3.830,110.736,4.829,110.734,2.829,108.732,2.829,108.729,4.829,18,0.573,31,0.5,MS230427c,3132,0.573
2305,323.422,-5.745,324.426,-4.744,324.429,-6.744,322.416,-6.744,322.419,-4.744,131,0.565,32,0.5,MS230427c,2305,0.565
