#	Observing Date = 2023-04-28
#	Observatory = CBNUO
#	-18 deg sunset = 20:50
#	-18 deg sunrise = 04:00
#	Moon ra, dec = 8:31:12.1   24:21:6.95
#	Moon phase = 0.48
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight |  note |
| MS230427c | 09:34:03 | 63:49:05 |    13:13 |       19:42 |   02:13 |             41 | 0.0021697874347343174 | 24120 |
| MS230427c | 09:38:06 | 65:59:59 |    13:07 |       19:46 |   02:27 |             43 |  0.006966341653599747 | 24407 |
| MS230427c | 09:39:44 | 62:43:38 |    13:23 |       19:48 |   02:14 |             40 |  0.022892345585522923 | 23969 |
| MS230427c | 09:43:47 | 63:49:05 |    13:22 |       19:52 |   02:23 |             41 | 0.0034548875585809343 | 24121 |
| MS230427c | 09:44:03 | 64:54:32 |    13:18 |       19:52 |   02:28 |             42 |  0.010104077415110352 | 24267 |
| MS230427c | 09:48:36 | 65:59:59 |    13:17 |       19:57 |   02:38 |             44 | 0.0028295643692337067 | 24408 |
| MS230427c | 09:49:05 | 62:43:38 |    13:32 |       19:58 |   02:23 |             41 |  0.001447341414746634 | 23970 |
| MS230427c | 09:53:30 | 63:49:05 |    13:32 |       20:02 |   02:32 |             42 |  0.007874516975447204 | 24122 |
| MS230427c | 09:53:35 | 67:05:27 |    13:17 |       20:02 |   02:48 |             45 |   0.01227117720777138 | 24543 |
| MS230427c | 09:54:07 | 64:54:32 |    13:28 |       20:03 |   02:38 |             43 | 0.0012547079180028017 | 24268 |
| MS230427c | 09:59:07 | 65:59:59 |    13:28 |       20:08 |   02:48 |             44 |  0.015296662294623325 | 24409 |
| MS230427c | 10:04:11 | 64:54:32 |    13:38 |       20:13 |   02:48 |             43 |  0.014603325053917786 | 24269 |
| MS230427c | 10:04:34 | 67:05:27 |    13:28 |       20:14 |   02:59 |             45 |  0.021720518104889824 | 24544 |
| MS230427c | 10:05:42 | 68:10:54 |    13:23 |       20:15 |   03:06 |             46 |  0.021429191999970974 | 24673 |
| MS230427c | 10:09:38 | 65:59:59 |    13:38 |       20:19 |   02:58 |             45 |  0.037440556556596075 | 24410 |
| MS230427c | 10:12:00 | 69:16:21 |    13:23 |       20:21 |   03:18 |             47 |   0.03339515072291717 | 24797 |
| MS230427c | 10:15:34 | 67:05:27 |    13:39 |       20:25 |   03:10 |             46 |  0.026801132870819193 | 24545 |
