|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                weight |    note | scheduled |    name |       ra |      dec |                d_L |               prob_vol | stmass |     prob_vol_x_stmass | rank | confidence |                                                mainTarget |                                                                        FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230428l | 04:25:03 |  03:01:46 |    V,R | 120,120 |   5,5 |     1,1 |                   1.0 | 1027769 |     False | 1027769 |   66.265 |   3.0297 |          76.469801 | 0.00017771411881334657 |    3.3 |                   1.0 |    0 |        0.5 |    Target[name=MS230428l, ra[deg]=66.265, dec[deg]=3.0297 |    <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (66.265, 3.0297)> | c805768897b0426a864ea48632940ac7 |  73.13676596771029 |                         | 2023-04-28 05:34:44.494521 |                         |  -2.49 |
| MS230428l | 04:59:53 | -12:02:12 |    V,R | 120,120 |   5,5 |     1,1 |    0.7837129951376915 | 1261511 |     False | 1261511 |  74.9709 | -12.0367 |         111.188771 | 4.5961422777111763e-05 |   10.0 |    0.7837129951376915 |    1 |        0.5 | Target[name=MS230428l, ra[deg]=74.9709, dec[deg]=-12.0367 | <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (74.9709, -12.0367)> | af50bc8e29d34debb79375641764daf0 |  71.18108827214577 |                         | 2023-04-28 06:09:19.633899 |                         |   -4.8 |
| MS230428l | 04:59:53 | -12:02:12 |    V,R | 120,120 |   5,5 |     1,1 |    0.6777749149785762 | 1208566 |     False | 1208566 |  74.9709 | -12.0367 |          113.21431 |  3.974864283271229e-05 |   10.0 |    0.6777749149785762 |    2 |        0.5 | Target[name=MS230428l, ra[deg]=74.9709, dec[deg]=-12.0367 | <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (74.9709, -12.0367)> | c7756250ab9348289e4d89893f63066a |  71.18108827214577 |                         | 2023-04-28 06:09:19.633899 |                         |   -4.8 |
| MS230428l | 04:25:03 |  03:01:46 |    V,R | 120,120 |   5,5 |     1,1 |    0.6301732756708965 |  110539 |     False |  110539 |  66.2651 |   3.0296 |           74.85107 | 0.00018478513083945833 |    2.0 |    0.6301732756708965 |    3 |        0.5 |   Target[name=MS230428l, ra[deg]=66.2651, dec[deg]=3.0296 |   <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (66.2651, 3.0296)> | 1ae5ee390c704e5c8ed88a7ae4a718f3 |  73.13670747259766 |                         | 2023-04-28 05:34:44.518097 |                         |  -2.49 |
| MS230428l | 04:44:06 |  -5:27:56 |    V,R | 120,120 |   5,5 |     1,1 |    0.5600163905788287 | 1152035 |     False | 1152035 |  71.0267 |  -5.4658 |          77.475644 |  6.702581162414683e-05 |    4.9 |    0.5600163905788287 |    4 |        0.5 |  Target[name=MS230428l, ra[deg]=71.0267, dec[deg]=-5.4658 |  <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (71.0267, -5.4658)> | 7b56bd0774104b678eb1b7eb72f7164e |  71.91048017595341 |                         | 2023-04-28 05:53:33.405557 |                         |  -3.91 |
| MS230428l | 04:48:37 |  -6:19:11 |    V,R | 120,120 |   5,5 |     1,1 |   0.48564848657553966 | 1151129 |     False | 1151129 |   72.155 |  -6.3199 |          74.619436 |  7.120328414779227e-05 |    4.0 |   0.48564848657553966 |    5 |        0.5 |   Target[name=MS230428l, ra[deg]=72.155, dec[deg]=-6.3199 |   <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (72.155, -6.3199)> | 07042ac6fc074ad5bfda6c38a9d1053f |    71.230877990349 |                         | 2023-04-28 05:58:07.137486 |                         |  -3.54 |
| MS230428l | 04:45:47 |  -2:23:34 |    V,R | 120,120 |   5,5 |     1,1 |    0.3956979302051845 | 1151203 |     False | 1151203 |  71.4473 |  -2.3928 |          58.615842 |   4.64122565400216e-05 |    5.0 |    0.3956979302051845 |    6 |        0.5 |  Target[name=MS230428l, ra[deg]=71.4473, dec[deg]=-2.3928 |  <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (71.4473, -2.3928)> | 5abac6e9719d4bd7abd4f90861f22b10 |  70.31278780519676 |                         | 2023-04-28 05:55:16.580495 |                         |   -1.7 |
| MS230428l | 04:46:56 |  -5:58:57 |    V,R | 120,120 |   5,5 |     1,1 |   0.37788015865276303 | 1153526 |     False | 1153526 |  71.7363 |  -5.9825 |          72.767794 |  6.925374310005189e-05 |    3.2 |   0.37788015865276303 |    7 |        0.5 |  Target[name=MS230428l, ra[deg]=71.7363, dec[deg]=-5.9825 |  <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (71.7363, -5.9825)> | adfea0b4d462476fb0291e71a34bc255 |  71.47323843375663 |                         | 2023-04-28 05:56:25.282959 |                         |  -3.66 |
| MS230428l | 04:36:36 |  -3:11:20 |    V,R | 120,120 |   5,5 |     1,1 |   0.27107446038394994 | 1261373 |     False | 1261373 |  69.1527 |  -3.1889 |          68.575638 |   3.31198661341538e-05 |    4.8 |   0.27107446038394994 |    8 |        0.5 |  Target[name=MS230428l, ra[deg]=69.1527, dec[deg]=-3.1889 |  <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (69.1527, -3.1889)> | 5baa336e777a41d987819720692956c4 |  72.73444610556626 |                         | 2023-04-28 05:46:05.027341 |                         |  -4.01 |
| MS230428l | 04:30:39 |  00:39:42 |    V,R | 120,120 |   5,5 |     1,1 |   0.23925295008769681 | 1024568 |     False | 1024568 |  67.6663 |   0.6617 |          48.524709 |  4.677117173046153e-05 |    3.0 |   0.23925295008769681 |    9 |        0.5 |   Target[name=MS230428l, ra[deg]=67.6663, dec[deg]=0.6617 |   <FixedTarget "MS230428l" at SkyCoord (ICRS): (ra, dec) in deg (67.6663, 0.6617)> | 47bdbdcf786c47c593f34a7d6f7b96b5 |  72.67307724981909 |                         | 2023-04-28 05:40:14.102469 |                         |  -2.84 |
