|      t |        U |        B |        V |        R |
| 0.1312 | -10.3155 | -10.2215 |  -9.9158 |   -9.924 |
| 0.1318 | -10.3419 | -10.2473 |  -9.9422 |  -9.9475 |
| 0.1324 | -10.3674 | -10.2721 |  -9.9681 |  -9.9703 |
|  0.133 | -10.3931 | -10.2971 |  -9.9941 |  -9.9937 |
| 0.1336 | -10.4174 | -10.3209 | -10.0184 | -10.0153 |
| 0.1342 | -10.4412 |  -10.344 | -10.0426 | -10.0367 |
| 0.1348 | -10.4643 | -10.3665 | -10.0658 | -10.0573 |
| 0.1354 | -10.4872 |  -10.389 | -10.0888 |  -10.078 |
|  0.136 | -10.5093 | -10.4103 | -10.1114 | -10.0979 |
| 0.1366 | -10.5313 | -10.4318 | -10.1334 | -10.1175 |
| 0.1372 | -10.5528 | -10.4529 |  -10.155 |  -10.137 |
| 0.1379 |  -10.574 | -10.4737 | -10.1764 | -10.1562 |
| 0.1385 |  -10.594 |  -10.493 | -10.1969 | -10.1744 |
| 0.1391 | -10.6149 | -10.5135 |  -10.218 | -10.1934 |
| 0.1397 | -10.6345 | -10.5325 | -10.2376 |  -10.211 |
| 0.1404 | -10.6542 | -10.5517 | -10.2575 | -10.2288 |
|  0.141 | -10.6733 | -10.5704 |  -10.277 | -10.2459 |
| 0.1416 | -10.6923 | -10.5891 | -10.2964 | -10.2631 |
| 0.1423 | -10.7111 | -10.6075 | -10.3155 | -10.2802 |
| 0.1429 | -10.7289 | -10.6248 | -10.3341 | -10.2965 |
| 0.1436 | -10.7475 |  -10.643 | -10.3529 | -10.3132 |
| 0.1442 | -10.7652 | -10.6603 | -10.3708 | -10.3292 |
| 0.1449 | -10.7828 | -10.6776 | -10.3887 |  -10.345 |
| 0.1455 |    -10.8 | -10.6943 | -10.4062 | -10.3605 |
| 0.1462 | -10.8173 | -10.7111 | -10.4235 | -10.3759 |
| 0.1468 | -10.8349 | -10.7283 | -10.4413 | -10.3917 |
| 0.1475 | -10.8517 | -10.7446 |  -10.458 | -10.4067 |
| 0.1482 | -10.8681 | -10.7607 | -10.4745 | -10.4215 |
| 0.1489 | -10.8846 | -10.7769 | -10.4911 | -10.4363 |
| 0.1495 |  -10.901 | -10.7929 | -10.5075 | -10.4511 |
| 0.1502 | -10.9167 | -10.8082 | -10.5236 | -10.4654 |
| 0.1509 | -10.9329 |  -10.824 | -10.5397 | -10.4798 |
| 0.1516 | -10.9484 | -10.8391 | -10.5552 | -10.4938 |
| 0.1522 | -10.9641 | -10.8544 | -10.5709 | -10.5079 |
| 0.1529 | -10.9794 | -10.8695 | -10.5863 | -10.5219 |
| 0.1536 | -10.9947 | -10.8845 | -10.6016 | -10.5358 |
| 0.1543 | -11.0095 | -10.8989 | -10.6167 | -10.5495 |
|  0.155 | -11.0238 | -10.9129 | -10.6313 | -10.5628 |
| 0.1557 | -11.0383 | -10.9273 | -10.6459 | -10.5762 |
| 0.1564 | -11.0538 | -10.9423 | -10.6617 | -10.5902 |
| 0.1571 | -11.0681 | -10.9562 | -10.6755 | -10.6029 |
| 0.1578 |  -11.082 | -10.9698 | -10.6896 | -10.6158 |
| 0.1586 | -11.0961 | -10.9838 | -10.7039 | -10.6289 |
| 0.1593 | -11.1102 | -10.9976 |  -10.718 |  -10.642 |
|   0.16 | -11.1241 | -11.0113 | -10.7321 | -10.6549 |
| 0.1607 | -11.1382 | -11.0252 | -10.7464 | -10.6681 |
| 0.1615 | -11.1516 | -11.0384 | -10.7599 | -10.6806 |
| 0.1622 | -11.1653 | -11.0518 | -10.7735 | -10.6932 |
| 0.1629 |  -11.179 | -11.0652 | -10.7871 | -10.7057 |
| 0.1637 | -11.1923 | -11.0783 | -10.8005 |  -10.718 |
| 0.1644 | -11.2065 |  -11.092 | -10.8145 | -10.7306 |
| 0.1651 | -11.2195 | -11.1046 | -10.8274 | -10.7423 |
| 0.1659 |  -11.233 | -11.1177 | -10.8408 | -10.7546 |
| 0.1666 | -11.2464 | -11.1308 | -10.8541 | -10.7668 |
| 0.1674 | -11.2594 | -11.1436 | -10.8671 | -10.7788 |
| 0.1681 | -11.2721 | -11.1561 | -10.8801 | -10.7908 |
| 0.1689 | -11.2852 | -11.1689 | -10.8931 | -10.8028 |
| 0.1697 | -11.2993 | -11.1827 | -10.9072 | -10.8158 |
| 0.1704 | -11.3116 | -11.1946 | -10.9191 | -10.8266 |
| 0.1712 | -11.3241 | -11.2069 | -10.9317 | -10.8383 |
|  0.172 | -11.3368 | -11.2193 | -10.9444 | -10.8501 |
| 0.1728 | -11.3495 | -11.2318 | -10.9571 | -10.8619 |
| 0.1735 | -11.3622 | -11.2442 | -10.9698 | -10.8736 |
| 0.1743 | -11.3746 | -11.2564 | -10.9822 | -10.8853 |
| 0.1751 |  -11.387 | -11.2686 | -10.9946 | -10.8968 |
| 0.1759 | -11.3994 | -11.2808 |  -11.007 | -10.9083 |
| 0.1767 |  -11.412 |  -11.293 | -11.0193 | -10.9198 |
| 0.1775 | -11.4239 | -11.3048 | -11.0315 |  -10.931 |
| 0.1783 |  -11.436 | -11.3167 | -11.0435 | -10.9423 |
| 0.1791 | -11.4484 | -11.3287 | -11.0557 | -10.9536 |
| 0.1799 | -11.4606 | -11.3407 | -11.0678 | -10.9649 |
| 0.1807 | -11.4729 | -11.3526 | -11.0799 | -10.9761 |
| 0.1816 | -11.4851 | -11.3646 |  -11.092 | -10.9874 |
| 0.1824 | -11.4971 | -11.3763 | -11.1039 | -10.9985 |
| 0.1832 |  -11.509 |  -11.388 | -11.1157 | -11.0097 |
|  0.184 | -11.5209 | -11.3997 | -11.1275 | -11.0208 |
| 0.1849 | -11.5329 | -11.4115 | -11.1394 | -11.0319 |
| 0.1857 | -11.5448 | -11.4232 | -11.1513 |  -11.043 |
| 0.1865 | -11.5568 | -11.4349 | -11.1631 | -11.0541 |
| 0.1874 | -11.5686 | -11.4465 | -11.1749 | -11.0651 |
| 0.1882 | -11.5833 | -11.4614 | -11.1904 | -11.0799 |
| 0.1891 | -11.5926 | -11.4701 | -11.1986 | -11.0873 |
| 0.1899 | -11.6036 |  -11.481 | -11.2096 | -11.0978 |
| 0.1908 |  -11.615 | -11.4922 |  -11.221 | -11.1086 |
| 0.1917 | -11.6265 | -11.5035 | -11.2324 | -11.1194 |
| 0.1925 | -11.6378 | -11.5146 | -11.2437 |   -11.13 |
| 0.1934 | -11.6491 | -11.5258 |  -11.255 | -11.1406 |
| 0.1943 | -11.6605 |  -11.537 | -11.2663 | -11.1513 |
| 0.1952 |  -11.672 | -11.5482 | -11.2775 | -11.1619 |
|  0.196 | -11.6832 | -11.5592 | -11.2887 | -11.1725 |
| 0.1969 | -11.6943 | -11.5702 | -11.2997 |  -11.183 |
| 0.1978 | -11.7056 | -11.5812 | -11.3109 | -11.1936 |
| 0.1987 | -11.7169 | -11.5923 |  -11.322 | -11.2041 |
| 0.1996 | -11.7282 | -11.6034 | -11.3332 | -11.2147 |
| 0.2005 | -11.7395 | -11.6144 | -11.3444 | -11.2253 |
| 0.2014 | -11.7504 | -11.6253 | -11.3553 | -11.2357 |
| 0.2023 | -11.7611 | -11.6361 | -11.3663 | -11.2462 |
| 0.2032 | -11.7722 |  -11.647 | -11.3772 | -11.2566 |
| 0.2042 | -11.7833 | -11.6579 | -11.3882 | -11.2671 |
| 0.2051 | -11.7943 | -11.6688 | -11.3992 | -11.2775 |
|  0.206 | -11.8054 | -11.6797 | -11.4102 | -11.2879 |
|  0.207 | -11.8164 | -11.6905 | -11.4212 | -11.2984 |
| 0.2079 | -11.8274 | -11.7013 | -11.4321 | -11.3088 |
| 0.2088 | -11.8383 | -11.7121 |  -11.443 | -11.3192 |
| 0.2098 | -11.8493 |  -11.723 | -11.4539 | -11.3296 |
| 0.2107 | -11.8604 | -11.7338 | -11.4649 |   -11.34 |
| 0.2117 | -11.8714 | -11.7446 | -11.4759 | -11.3503 |
| 0.2126 | -11.8824 | -11.7554 | -11.4868 | -11.3606 |
| 0.2136 | -11.8951 |  -11.768 | -11.4992 | -11.3724 |
| 0.2146 | -11.9047 | -11.7772 | -11.5084 |  -11.381 |
| 0.2155 | -11.9151 | -11.7874 | -11.5188 |  -11.391 |
| 0.2165 | -11.9257 | -11.7978 | -11.5293 |  -11.401 |
| 0.2175 | -11.9361 | -11.8082 | -11.5398 |  -11.411 |
| 0.2185 | -11.9467 | -11.8186 | -11.5503 | -11.4211 |
| 0.2195 | -11.9574 | -11.8291 | -11.5609 | -11.4311 |
| 0.2205 | -11.9678 | -11.8394 | -11.5713 | -11.4411 |
| 0.2215 | -11.9784 | -11.8498 | -11.5818 | -11.4511 |
| 0.2225 | -11.9889 | -11.8602 | -11.5923 | -11.4611 |
| 0.2235 | -11.9995 | -11.8706 | -11.6028 | -11.4711 |
| 0.2245 | -12.0101 |  -11.881 | -11.6133 | -11.4811 |
| 0.2255 | -12.0205 | -11.8912 | -11.6236 | -11.4911 |
| 0.2265 | -12.0309 | -11.9015 |  -11.634 |  -11.501 |
| 0.2275 | -12.0413 | -11.9118 | -11.6444 |  -11.511 |
| 0.2286 | -12.0516 | -11.9221 | -11.6548 | -11.5209 |
| 0.2296 | -12.0618 | -11.9323 | -11.6651 |  -11.531 |
| 0.2306 | -12.0721 | -11.9425 | -11.6755 | -11.5409 |
| 0.2317 | -12.0825 | -11.9527 | -11.6857 | -11.5507 |
| 0.2327 | -12.0931 | -11.9631 | -11.6962 | -11.5605 |
| 0.2338 | -12.1038 | -11.9734 | -11.7066 | -11.5704 |
| 0.2348 | -12.1144 | -11.9837 | -11.7169 | -11.5802 |
| 0.2359 | -12.1249 | -11.9939 | -11.7272 |   -11.59 |
|  0.237 | -12.1353 | -12.0041 | -11.7375 | -11.5998 |
|  0.238 | -12.1457 | -12.0143 | -11.7477 | -11.6096 |
| 0.2391 | -12.1561 | -12.0244 |  -11.758 | -11.6193 |
| 0.2402 | -12.1683 | -12.0366 | -11.7699 | -11.6307 |
| 0.2413 | -12.1774 | -12.0453 | -11.7786 | -11.6389 |
| 0.2424 | -12.1874 | -12.0551 | -11.7885 | -11.6485 |
| 0.2435 | -12.1974 |  -12.065 | -11.7985 |  -11.658 |
| 0.2446 | -12.2076 |  -12.075 | -11.8086 | -11.6677 |
| 0.2457 | -12.2177 | -12.0849 | -11.8186 | -11.6773 |
| 0.2468 | -12.2279 | -12.0949 | -11.8286 | -11.6869 |
| 0.2479 | -12.2379 | -12.1047 | -11.8385 | -11.6964 |
|  0.249 | -12.2477 | -12.1144 | -11.8483 | -11.7058 |
| 0.2502 | -12.2576 | -12.1242 | -11.8582 | -11.7154 |
| 0.2513 | -12.2675 | -12.1341 | -11.8681 |  -11.725 |
| 0.2524 | -12.2775 | -12.1438 |  -11.878 | -11.7344 |
| 0.2536 | -12.2875 | -12.1536 | -11.8878 | -11.7439 |
| 0.2547 | -12.2975 | -12.1634 | -11.8977 | -11.7534 |
| 0.2559 | -12.3076 | -12.1733 | -11.9076 |  -11.763 |
|  0.257 | -12.3176 | -12.1831 | -11.9175 | -11.7725 |
| 0.2582 | -12.3276 | -12.1929 | -11.9273 |  -11.782 |
| 0.2594 |  -12.339 | -12.2042 | -11.9385 | -11.7928 |
| 0.2605 |  -12.348 |  -12.213 | -11.9473 | -11.8013 |
| 0.2617 | -12.3577 | -12.2225 | -11.9568 | -11.8106 |
| 0.2629 | -12.3675 |  -12.232 | -11.9665 | -11.8199 |
| 0.2641 | -12.3773 | -12.2417 | -11.9761 | -11.8292 |
| 0.2653 | -12.3871 | -12.2514 | -11.9859 | -11.8387 |
| 0.2665 | -12.3968 | -12.2609 | -11.9955 | -11.8479 |
| 0.2677 | -12.4066 | -12.2705 | -12.0051 | -11.8572 |
| 0.2689 | -12.4164 | -12.2801 | -12.0147 | -11.8666 |
| 0.2701 | -12.4261 | -12.2896 | -12.0243 | -11.8758 |
| 0.2713 | -12.4358 | -12.2991 | -12.0339 | -11.8851 |
| 0.2726 | -12.4455 | -12.3086 | -12.0435 | -11.8944 |
| 0.2738 | -12.4552 | -12.3182 | -12.0531 | -11.9037 |
|  0.275 |  -12.465 | -12.3277 | -12.0627 | -11.9129 |
| 0.2763 | -12.4748 | -12.3373 | -12.0723 | -11.9222 |
| 0.2775 | -12.4846 |  -12.347 |  -12.082 | -11.9316 |
| 0.2788 | -12.4942 | -12.3567 | -12.0917 |  -11.941 |
|   0.28 | -12.5038 |  -12.366 | -12.1011 | -11.9502 |
| 0.2813 | -12.5133 | -12.3754 | -12.1105 | -11.9593 |
| 0.2826 | -12.5228 | -12.3847 | -12.1199 | -11.9685 |
| 0.2839 | -12.5323 |  -12.394 | -12.1293 | -11.9776 |
| 0.2851 | -12.5418 | -12.4033 | -12.1387 | -11.9868 |
| 0.2864 | -12.5513 | -12.4126 | -12.1481 | -11.9959 |
| 0.2877 | -12.5606 | -12.4218 | -12.1573 | -12.0049 |
|  0.289 | -12.5699 |  -12.431 | -12.1666 |  -12.014 |
| 0.2903 | -12.5815 | -12.4427 |  -12.178 | -12.0253 |
| 0.2917 | -12.5896 | -12.4504 | -12.1857 | -12.0326 |
|  0.293 | -12.5986 | -12.4593 | -12.1947 | -12.0415 |
| 0.2943 | -12.6077 | -12.4684 | -12.2039 | -12.0505 |
| 0.2956 | -12.6169 | -12.4774 |  -12.213 | -12.0594 |
|  0.297 | -12.6261 | -12.4865 | -12.2222 | -12.0684 |
| 0.2983 | -12.6353 | -12.4956 | -12.2314 | -12.0774 |
| 0.2997 | -12.6444 | -12.5046 | -12.2405 | -12.0863 |
|  0.301 | -12.6536 | -12.5136 | -12.2496 | -12.0953 |
| 0.3024 | -12.6627 | -12.5227 | -12.2587 | -12.1042 |
| 0.3038 |  -12.672 | -12.5317 | -12.2679 | -12.1132 |
| 0.3051 | -12.6812 | -12.5408 |  -12.277 | -12.1222 |
| 0.3065 | -12.6902 | -12.5499 | -12.2862 | -12.1312 |
| 0.3079 | -12.6993 |  -12.559 | -12.2953 | -12.1402 |
| 0.3093 | -12.7084 |  -12.568 | -12.3044 | -12.1491 |
| 0.3107 | -12.7175 |  -12.577 | -12.3134 |  -12.158 |
| 0.3121 | -12.7267 |  -12.586 | -12.3225 | -12.1669 |
| 0.3135 | -12.7359 |  -12.595 | -12.3316 | -12.1758 |
| 0.3149 | -12.7451 | -12.6041 | -12.3407 | -12.1847 |
| 0.3163 | -12.7544 | -12.6132 | -12.3498 | -12.1936 |
| 0.3178 | -12.7636 | -12.6222 | -12.3589 | -12.2025 |
| 0.3192 | -12.7728 | -12.6312 | -12.3679 | -12.2114 |
| 0.3207 |  -12.782 | -12.6402 | -12.3769 | -12.2203 |
| 0.3221 | -12.7911 | -12.6492 |  -12.386 | -12.2292 |
| 0.3236 | -12.8003 | -12.6582 |  -12.395 | -12.2381 |
|  0.325 | -12.8095 | -12.6672 |  -12.404 |  -12.247 |
| 0.3265 | -12.8182 |  -12.676 | -12.4126 | -12.2555 |
|  0.328 | -12.8273 |  -12.685 | -12.4216 | -12.2642 |
| 0.3295 | -12.8385 | -12.6962 | -12.4327 | -12.2754 |
|  0.331 | -12.8464 | -12.7037 | -12.4402 | -12.2826 |
| 0.3325 |  -12.855 | -12.7122 | -12.4487 | -12.2911 |
|  0.334 | -12.8638 | -12.7209 | -12.4575 | -12.2998 |
| 0.3355 | -12.8727 | -12.7297 | -12.4663 | -12.3086 |
|  0.337 | -12.8814 | -12.7384 |  -12.475 | -12.3172 |
| 0.3385 | -12.8902 |  -12.747 | -12.4837 | -12.3258 |
|   0.34 | -12.8991 | -12.7558 | -12.4925 | -12.3345 |
| 0.3416 |  -12.908 | -12.7645 | -12.5012 | -12.3432 |
| 0.3431 | -12.9167 | -12.7731 | -12.5099 | -12.3518 |
| 0.3447 | -12.9255 | -12.7818 | -12.5187 | -12.3605 |
| 0.3462 | -12.9344 | -12.7906 | -12.5275 | -12.3692 |
| 0.3478 | -12.9434 | -12.7996 | -12.5365 |  -12.378 |
| 0.3494 | -12.9524 | -12.8084 | -12.5454 | -12.3867 |
|  0.351 | -12.9615 | -12.8173 | -12.5542 | -12.3954 |
| 0.3525 | -12.9705 | -12.8261 |  -12.563 | -12.4041 |
| 0.3541 | -12.9793 | -12.8348 | -12.5717 | -12.4127 |
| 0.3557 | -12.9882 | -12.8435 | -12.5804 | -12.4213 |
| 0.3574 |  -12.997 | -12.8522 | -12.5892 | -12.4299 |
|  0.359 | -13.0058 | -12.8608 | -12.5978 | -12.4385 |
| 0.3606 | -13.0145 | -12.8694 | -12.6064 |  -12.447 |
| 0.3622 | -13.0233 | -12.8782 | -12.6152 | -12.4557 |
| 0.3639 |  -13.032 | -12.8868 | -12.6238 | -12.4643 |
| 0.3655 | -13.0399 | -12.8944 | -12.6313 | -12.4717 |
| 0.3672 | -13.0514 | -12.9057 | -12.6427 | -12.4829 |
| 0.3688 | -13.0592 | -12.9133 | -12.6502 | -12.4902 |
| 0.3705 | -13.0676 | -12.9216 | -12.6584 | -12.4985 |
| 0.3722 | -13.0762 | -12.9301 | -12.6669 | -12.5071 |
| 0.3739 | -13.0848 | -12.9386 | -12.6754 | -12.5155 |
| 0.3755 | -13.0934 |  -12.947 | -12.6839 | -12.5239 |
| 0.3772 | -13.1021 | -12.9556 | -12.6924 | -12.5324 |
|  0.379 | -13.1109 | -12.9642 |  -12.701 | -12.5409 |
| 0.3807 | -13.1196 | -12.9727 | -12.7095 | -12.5493 |
| 0.3824 | -13.1283 | -12.9813 |  -12.718 | -12.5578 |
| 0.3841 | -13.1371 |   -12.99 | -12.7267 | -12.5663 |
| 0.3859 | -13.1459 | -12.9986 | -12.7352 | -12.5748 |
| 0.3876 | -13.1545 |  -13.007 | -12.7436 | -12.5832 |
| 0.3894 | -13.1631 | -13.0155 | -12.7521 | -12.5915 |
| 0.3911 | -13.1717 | -13.0239 | -12.7605 | -12.5999 |
| 0.3929 | -13.1818 | -13.0339 | -12.7705 | -12.6101 |
| 0.3947 | -13.1895 | -13.0412 | -12.7778 | -12.6172 |
| 0.3965 | -13.1978 | -13.0495 |  -12.786 | -12.6255 |
| 0.3982 | -13.2061 | -13.0577 | -12.7943 | -12.6338 |
| 0.4001 | -13.2145 |  -13.066 | -12.8025 |  -12.642 |
| 0.4019 |  -13.223 | -13.0743 | -12.8109 | -12.6503 |
| 0.4037 | -13.2314 | -13.0825 | -12.8191 | -12.6585 |
| 0.4055 | -13.2399 | -13.0909 | -12.8275 | -12.6668 |
| 0.4073 | -13.2483 | -13.0993 | -12.8358 | -12.6751 |
| 0.4092 | -13.2567 | -13.1076 | -12.8441 | -12.6834 |
|  0.411 | -13.2646 | -13.1152 | -12.8517 | -12.6908 |
| 0.4129 | -13.2746 |  -13.125 | -12.8614 | -12.7006 |
| 0.4148 | -13.2827 | -13.1329 | -12.8692 | -12.7082 |
| 0.4166 | -13.2911 | -13.1412 | -12.8775 | -12.7164 |
| 0.4185 | -13.2996 | -13.1494 | -12.8857 | -12.7246 |
| 0.4204 |  -13.308 | -13.1577 | -12.8939 | -12.7328 |
| 0.4223 | -13.3164 | -13.1659 | -12.9021 | -12.7409 |
| 0.4242 | -13.3248 | -13.1741 | -12.9103 | -12.7491 |
| 0.4262 | -13.3333 | -13.1825 | -12.9185 | -12.7573 |
| 0.4281 | -13.3417 | -13.1908 | -12.9268 | -12.7655 |
|   0.43 | -13.3501 |  -13.199 | -12.9349 | -12.7736 |
|  0.432 | -13.3585 | -13.2072 |  -12.943 | -12.7817 |
| 0.4339 | -13.3669 | -13.2154 | -12.9512 | -12.7898 |
| 0.4359 | -13.3753 | -13.2236 | -12.9594 |  -12.798 |
| 0.4379 |  -13.383 | -13.2311 | -12.9668 | -12.8053 |
| 0.4398 | -13.3931 | -13.2411 | -12.9766 | -12.8152 |
| 0.4418 |  -13.401 | -13.2487 | -12.9842 | -12.8226 |
| 0.4438 | -13.4093 | -13.2568 | -12.9922 | -12.8307 |
| 0.4458 | -13.4175 | -13.2649 | -13.0003 | -12.8388 |
| 0.4478 | -13.4259 | -13.2731 | -13.0085 | -12.8469 |
| 0.4499 | -13.4343 | -13.2814 | -13.0167 | -12.8551 |
| 0.4519 | -13.4425 | -13.2895 | -13.0248 | -12.8631 |
|  0.454 | -13.4507 | -13.2976 | -13.0329 | -12.8711 |
|  0.456 |  -13.459 | -13.3057 |  -13.041 | -12.8792 |
| 0.4581 | -13.4674 | -13.3139 | -13.0491 | -12.8873 |
| 0.4601 | -13.4759 | -13.3222 | -13.0573 | -12.8954 |
| 0.4622 | -13.4786 | -13.3262 |  -13.061 | -12.8984 |
| 0.4643 | -13.4882 | -13.3342 | -13.0683 | -12.9044 |
| 0.4664 | -13.4969 | -13.3422 | -13.0759 |  -12.911 |
| 0.4685 | -13.5053 | -13.3501 | -13.0835 | -12.9181 |
| 0.4706 |  -13.514 | -13.3585 | -13.0917 | -12.9262 |
| 0.4728 | -13.5223 | -13.3665 | -13.0996 |  -12.934 |
| 0.4749 | -13.5307 | -13.3747 | -13.1078 | -12.9421 |
| 0.4771 | -13.5391 | -13.3829 | -13.1159 | -12.9502 |
| 0.4792 | -13.5474 |  -13.391 |  -13.124 | -12.9583 |
| 0.4814 |  -13.556 | -13.3995 | -13.1324 | -12.9667 |
| 0.4836 | -13.5641 | -13.4075 | -13.1403 | -12.9746 |
| 0.4858 | -13.5723 | -13.4155 | -13.1482 | -12.9825 |
|  0.488 | -13.5838 | -13.4269 | -13.1597 | -12.9941 |
| 0.4902 | -13.5902 |  -13.433 | -13.1655 | -12.9996 |
| 0.4924 | -13.5982 | -13.4408 | -13.1732 | -13.0071 |
| 0.4946 | -13.6064 | -13.4487 |  -13.181 | -13.0149 |
| 0.4968 | -13.6147 | -13.4569 |  -13.189 | -13.0228 |
| 0.4991 | -13.6231 | -13.4651 | -13.1971 | -13.0308 |
| 0.5014 | -13.6315 | -13.4733 | -13.2053 | -13.0389 |
| 0.5036 | -13.6401 | -13.4818 | -13.2137 | -13.0472 |
| 0.5059 | -13.6484 | -13.4899 | -13.2217 | -13.0551 |
| 0.5082 | -13.6566 |  -13.498 | -13.2297 | -13.0631 |
| 0.5105 | -13.6649 | -13.5062 | -13.2378 | -13.0711 |
| 0.5128 | -13.6693 | -13.5096 | -13.2407 | -13.0735 |
| 0.5151 | -13.6731 | -13.5124 |  -13.243 | -13.0753 |
| 0.5174 | -13.6814 | -13.5205 | -13.2511 | -13.0833 |
| 0.5198 | -13.6907 | -13.5297 | -13.2604 | -13.0925 |
| 0.5221 | -13.7006 | -13.5396 | -13.2705 | -13.1028 |
| 0.5245 | -13.7122 | -13.5516 | -13.2826 | -13.1156 |
| 0.5269 |   -13.72 | -13.5594 | -13.2905 | -13.1236 |
| 0.5293 | -13.7288 | -13.5681 | -13.2992 | -13.1325 |
| 0.5317 | -13.7369 | -13.5761 | -13.3072 | -13.1404 |
| 0.5341 | -13.7466 | -13.5856 | -13.3167 | -13.1499 |
| 0.5365 | -13.7571 | -13.5964 | -13.3276 | -13.1614 |
| 0.5389 | -13.7657 | -13.6048 |  -13.336 | -13.1697 |
| 0.5413 | -13.7741 | -13.6132 | -13.3443 | -13.1782 |
| 0.5438 | -13.7842 | -13.6233 | -13.3544 | -13.1885 |
| 0.5463 | -13.7923 | -13.6313 | -13.3624 | -13.1966 |
| 0.5487 | -13.8013 | -13.6403 | -13.3714 | -13.2058 |
| 0.5512 | -13.8094 | -13.6483 | -13.3793 | -13.2136 |
| 0.5537 | -13.8185 | -13.6573 | -13.3884 | -13.2229 |
| 0.5562 | -13.8265 | -13.6651 | -13.3961 | -13.2305 |
| 0.5587 | -13.8352 | -13.6738 | -13.4047 | -13.2392 |
| 0.5613 | -13.8434 | -13.6818 | -13.4126 |  -13.247 |
| 0.5638 | -13.8519 | -13.6901 | -13.4208 | -13.2551 |
| 0.5663 | -13.8605 | -13.6986 | -13.4292 | -13.2635 |
| 0.5689 | -13.8686 | -13.7066 |  -13.437 | -13.2712 |
| 0.5715 |  -13.877 | -13.7147 | -13.4451 | -13.2792 |
| 0.5741 | -13.8854 |  -13.723 | -13.4533 | -13.2873 |
| 0.5767 | -13.8936 | -13.7311 | -13.4612 | -13.2953 |
| 0.5793 | -13.9016 |  -13.739 |  -13.469 |  -13.303 |
| 0.5819 | -13.9098 | -13.7469 | -13.4769 | -13.3109 |
| 0.5845 |  -13.918 | -13.7549 | -13.4848 | -13.3187 |
| 0.5872 | -13.9262 |  -13.763 | -13.4927 | -13.3266 |
| 0.5898 | -13.9344 |  -13.771 | -13.5007 | -13.3346 |
| 0.5925 | -13.9426 | -13.7791 | -13.5087 | -13.3425 |
| 0.5952 | -13.9509 | -13.7872 | -13.5167 | -13.3504 |
