|     obsdate |  UL5_4 | e_UL5_4 |    mag | e_mag | observatory | filter |                                                                                        image |
| 59627.17625 | 17.621 |   0.029 | 15.237 | 0.038 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59627.1763_480.com.fits |
|  59628.1444 |  18.08 |   0.027 | 15.239 | 0.032 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59628.1444_600.com.fits |
|  59629.1438 | 18.283 |   0.027 | 15.204 | 0.031 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59629.1438_600.com.fits |
|  59630.1522 | 18.497 |   0.026 | 15.277 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59630.1522_600.com.fits |
|  59631.1576 | 18.439 |   0.026 | 15.291 | 0.031 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59631.1576_600.com.fits |
|  59632.1426 | 18.741 |   0.025 | 15.327 | 0.029 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59632.1426_600.com.fits |
|  59635.0532 | 19.072 |   0.025 | 15.345 | 0.028 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59635.0532_600.com.fits |
|  59636.0732 | 18.948 |   0.025 | 15.374 | 0.028 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59636.0732_600.com.fits |
|  59638.0886 | 18.742 |   0.025 | 15.393 | 0.029 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59638.0886_600.com.fits |
|  59639.0774 | 18.732 |   0.025 | 15.428 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59639.0774_600.com.fits |
|  59640.0614 | 18.836 |   0.025 | 15.448 | 0.029 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59640.0614_600.com.fits |
|  59641.1188 | 18.664 |   0.025 | 15.465 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59641.1188_600.com.fits |
|  59642.1142 | 18.705 |   0.025 |  15.48 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59642.1142_600.com.fits |
|  59644.1075 | 18.355 |   0.026 | 15.528 | 0.033 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59644.1075_240.com.fits |
|  59645.1042 | 18.871 |   0.025 | 15.531 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59645.1042_600.com.fits |
|  59646.1012 | 18.614 |   0.026 | 15.546 | 0.031 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59646.1012_600.com.fits |
|  59648.0622 | 18.916 |   0.025 |  15.54 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59648.0622_600.com.fits |
|  59649.0938 | 18.786 |   0.025 |  15.58 |  0.03 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59649.0938_600.com.fits |
|  59651.0932 | 18.404 |   0.026 | 15.624 | 0.034 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59651.0932_600.com.fits |
|   59652.081 | 18.577 |   0.026 | 15.606 | 0.032 |         KCT |      g |  /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59652.081_600.com.fits |
|  59653.1054 | 18.233 |   0.027 | 15.615 | 0.035 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59653.1054_600.com.fits |
|  59654.0798 | 18.145 |   0.027 | 15.655 | 0.036 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59654.0798_600.com.fits |
|  59656.0728 |  18.06 |   0.028 | 15.699 | 0.039 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59656.0728_600.com.fits |
|  59657.0792 | 17.963 |   0.029 | 15.631 |  0.04 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59657.0792_600.com.fits |
|  59659.0702 | 18.601 |   0.026 | 15.748 | 0.033 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59659.0702_600.com.fits |
|  59661.0738 | 18.771 |   0.025 | 15.791 | 0.032 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59661.0738_600.com.fits |
|  59662.0672 | 18.596 |   0.025 | 15.788 | 0.033 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59662.0672_600.com.fits |
|  59663.0664 | 18.881 |   0.025 | 15.805 | 0.031 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59663.0664_600.com.fits |
|   59664.066 | 18.797 |   0.025 |  15.85 | 0.032 |         KCT |      g |  /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59664.066_600.com.fits |
|  59665.0646 | 18.703 |   0.025 | 15.852 | 0.033 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59665.0646_600.com.fits |
|   59667.063 | 18.679 |   0.025 | 15.916 | 0.034 |         KCT |      g |  /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59667.063_600.com.fits |
|  59668.0618 | 18.486 |   0.026 | 15.846 | 0.035 |         KCT |      g | /data2/SN2021aefx_220627/KCT_STX16803/g/aligned/combined/NGC1566_KCT_59668.0618_600.com.fits |
