|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:09:47 | -23:23:01 |    B,R |   60,60 |   3,3 |     2,2 |                    1.0 |  1151336 |     False |  1151336 | 197.4488 | -23.3838 |           41.00982 |  0.0034103917136311737 |    2.2 |                    1.0 |    0 |        0.5 | Target[name=MS181101ab, ra[deg]=197.4488, dec[deg]=-23.3838 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.4488, -23.3838)> | 1a20df587df1471492b81f965b0dcd08 | 2023-04-27T04:44:47.591 | 2023-04-27 05:57:59.396832 | 2023-04-27T07:38:37.809 |   33.9 |      87 |
| MS181101ab | 13:07:33 | -24:00:30 |    B,R |   60,60 |   3,3 |     2,2 |     0.6085186466728523 |  1151235 |     False |  1151235 | 196.8906 | -24.0086 |          47.736632 |  0.0013045059575642586 |    3.5 |     0.6085186466728523 |    1 |        0.5 | Target[name=MS181101ab, ra[deg]=196.8906, dec[deg]=-24.0086 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.8906, -24.0086)> | ed85e36dc54a4285bea5d6713b179667 | 2023-04-27T04:53:19.976 | 2023-04-27 05:56:15.283939 | 2023-04-27T07:30:03.210 |   33.3 |      86 |
| MS181101ab | 13:07:05 | -23:40:37 |    B,R |   60,60 |   3,3 |     2,2 |    0.47172028439399605 |  1151925 |     False |  1151925 | 196.7749 |  -23.677 |           41.62172 |  0.0027226465306364306 |    1.3 |    0.47172028439399605 |    2 |        0.9 |  Target[name=MS181101ab, ra[deg]=196.7749, dec[deg]=-23.677 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7749, -23.677)> | e4d6954c4e4e4cf988fd9c6b529acad0 | 2023-04-27T04:46:54.302 | 2023-04-27 05:55:54.911609 | 2023-04-27T07:33:01.802 |   33.6 |      86 |
| MS181101ab | 13:08:04 | -23:47:48 |    B,R |   60,60 |   3,3 |     2,2 |     0.4120000209367641 |  1261378 |     False |  1261378 |  197.018 | -23.7968 |          32.562444 |    0.00257615718393637 |    1.2 |     0.4120000209367641 |    3 |        0.9 |  Target[name=MS181101ab, ra[deg]=197.018, dec[deg]=-23.7968 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.018, -23.7968)> | c6bbde17beb8416a970af0300cd8ef3c | 2023-04-27T04:50:06.994 | 2023-04-27 05:56:39.012315 | 2023-04-27T07:32:43.912 |   33.5 |      86 |
| MS181101ab | 12:57:27 | -19:41:28 |    B,R |   60,60 |   3,3 |     2,2 |     0.3666859663343284 |  1151111 |      True |  1151111 | 194.3663 | -19.6913 |          49.459035 |  0.0008092410923136415 |    3.4 |     0.3666859663343284 |    4 |        0.9 | Target[name=MS181101ab, ra[deg]=194.3663, dec[deg]=-19.6913 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.3663, -19.6913)> | 2084b14af5034f6c963cf062a61cad4c | 2023-04-27T04:03:19.732 | 2023-04-27 05:49:04.596997 | 2023-04-27T08:01:09.078 |   37.6 |      82 |
| MS181101ab | 13:06:56 | -23:55:01 |    B,R |   60,60 |   3,3 |     2,2 |     0.2973514050553863 |  1151752 |     False |  1151752 | 196.7355 | -23.9171 |          41.619489 |  0.0020283970928404445 |    1.1 |     0.2973514050553863 |    5 |        0.9 | Target[name=MS181101ab, ra[deg]=196.7355, dec[deg]=-23.9171 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7355, -23.9171)> | 83d3324f5b904393babbe173922f7e22 | 2023-04-27T04:51:00.630 | 2023-04-27 05:55:47.256853 | 2023-04-27T07:30:24.519 |   33.4 |      86 |
| MS181101ab | 12:51:18 | -14:34:24 |    B,R |   60,60 |   3,3 |     2,2 |    0.11368327318682198 |  1261457 |      True |  1261457 | 192.8274 | -14.5736 |          52.342726 |  0.0003160243077313784 |    2.7 |    0.11368327318682198 |    6 |        0.9 | Target[name=MS181101ab, ra[deg]=192.8274, dec[deg]=-14.5736 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.8274, -14.5736)> | fccba34050e943b2b782cd48946dd6b1 | 2023-04-27T03:22:25.036 | 2023-04-27 05:45:06.932142 | 2023-04-27T08:29:12.995 |   42.8 |      78 |
| MS181101ab | 13:05:04 | -22:23:02 |    B,R |   60,60 |   3,3 |     2,2 |    0.09705845223690422 |  1159426 |      True |  1159426 | 196.2706 | -22.3839 |           35.06111 |   0.004856918688073823 |   0.15 |    0.09705845223690422 |    7 |        0.9 | Target[name=MS181101ab, ra[deg]=196.2706, dec[deg]=-22.3839 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.2706, -22.3839)> | 010a3e1253af4981a0e88a747b277550 | 2023-04-27T04:31:01.377 | 2023-04-27 05:54:26.993196 | 2023-04-27T07:43:59.985 |   34.9 |      85 |
| MS181101ab | 13:07:37 | -23:34:44 |    B,R |   60,60 |   3,3 |     2,2 |    0.09336503240283517 |  1159936 |     False |  1159936 | 196.9072 | -23.5789 |          46.073292 |  0.0023360930032965857 |    0.3 |    0.09336503240283517 |    8 |        0.9 | Target[name=MS181101ab, ra[deg]=196.9072, dec[deg]=-23.5789 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.9072, -23.5789)> | 71b3c2d5f0e1452abcb4ac194fffac0d | 2023-04-27T04:45:45.877 | 2023-04-27 05:56:19.203531 | 2023-04-27T07:34:32.596 |   33.7 |      86 |
| MS181101ab | 13:16:23 | -26:33:41 |    B,R |   60,60 |   3,3 |     2,2 |    0.05443880870394546 |  1156123 |     False |  1156123 | 199.0968 | -26.5616 |          46.961349 |  0.0005839767442587696 |    0.7 |    0.05443880870394546 |    9 |       0.95 | Target[name=MS181101ab, ra[deg]=199.0968, dec[deg]=-26.5616 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.0968, -26.5616)> | 4430a55158614a3d80dcd2303fb82214 | 2023-04-27T05:49:14.902 | 2023-04-27 06:03:10.897496 | 2023-04-27T06:40:47.231 |   30.7 |      89 |
