name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
110567,86.812,50.871,118.655,2.167187243602852e-05,10.0,1.000,0,0.5,MS230428a,110567,1.000
1024988,86.812,50.871,114.979,2.2805505693315574e-05,8.0,0.842,1,0.5,MS230428a,1024988,0.842
80851,83.891,40.966,109.158,2.48379652788801e-05,6.0,0.688,2,0.5,MS230428a,80851,0.688
1026329,87.138,50.310,121.843,1.8238305901963937e-05,8.0,0.673,3,0.5,MS230428a,1026329,0.673
94929,87.138,50.310,125.149,1.6787813026413904e-05,8.0,0.620,4,0.5,MS230428a,94929,0.620
1031846,85.171,50.190,118.641,2.225144375649012e-05,4.699999809265137,0.483,5,0.5,MS230428a,1031846,0.483
53062,80.828,39.306,125.504,9.525851350727604e-06,10.0,0.440,6,0.5,MS230428a,53062,0.440
1466,86.699,50.747,131.047,1.6793080894369857e-05,5.5,0.426,7,0.5,MS230428a,1466,0.426
70222,83.075,42.508,84.943,2.1723726645475255e-05,4.0,0.401,8,0.5,MS230428a,70222,0.401
1260793,85.147,46.206,90.566,2.5300390188128652e-05,3.0999999046325684,0.362,9,0.5,MS230428a,1260793,0.362
1025899,85.182,49.695,83.334,1.89572725647955e-05,4.0,0.350,10,0.5,MS230428a,1025899,0.350
74147,81.284,32.351,100.837,1.5121663440828118e-05,5.0,0.349,11,0.5,MS230428a,74147,0.349
74158,81.398,32.358,99.435,1.4878623203397911e-05,5.0,0.343,12,0.5,MS230428a,74158,0.343
1068536,86.699,50.747,128.587,1.8325053131311587e-05,4.0,0.338,13,0.5,MS230428a,1068536,0.338
1027082,87.376,51.308,105.621,2.1353730214360814e-05,3.299999952316284,0.325,14,0.5,MS230428a,1027082,0.325
1017,87.494,51.093,119.045,1.7197308814903115e-05,4.0,0.317,15,0.5,MS230428a,1017,0.317
4157,83.829,40.887,117.394,2.234382553446182e-05,3.0,0.309,16,0.5,MS230428a,4157,0.309
1026892,89.184,54.050,114.406,9.806087229419525e-06,6.599999904632568,0.299,17,0.5,MS230428a,1026892,0.299
86400,81.328,32.212,98.894,1.5360505521009536e-05,4.0,0.284,18,0.5,MS230428a,86400,0.284
1028778,86.838,50.978,133.280,1.5183291195831378e-05,4.0,0.280,19,0.5,MS230428a,1028778,0.280
