name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
57719,94.151,10.978,75.869,1.7122625450255646e-05,10.0,1.000,0,0.5,MS230501b,57719,1.000
53594,92.533,10.302,104.753,2.7385251656329015e-05,3.0,0.480,1,0.5,MS230501b,53594,0.480
1028855,100.560,26.050,100.502,1.529515611591552e-05,4.300000190734863,0.384,2,0.5,MS230501b,1028855,0.384
61080,96.662,16.019,86.252,2.1850880853855218e-05,3.0,0.383,3,0.5,MS230501b,61080,0.383
2674,94.914,14.216,114.159,2.1679659245837533e-05,3.0,0.380,4,0.5,MS230501b,2674,0.380
1027633,90.797,7.827,74.534,2.1564598135396646e-05,3.0,0.378,5,0.5,MS230501b,1027633,0.378
49733,93.859,11.328,95.468,3.165991073852539e-05,2.0,0.370,6,0.5,MS230501b,49733,0.370
14367,98.358,19.285,130.443,1.0217118129939482e-05,6.0,0.358,7,0.5,MS230501b,14367,0.358
60935,94.271,14.623,115.332,1.5095568042307482e-05,4.0,0.353,8,0.5,MS230501b,60935,0.353
1151334,74.321,-15.289,76.875,8.32295626679502e-06,7.099999904632568,0.345,9,0.5,MS230501b,1151334,0.345
97946,91.373,9.681,109.354,1.4596363414241009e-05,4.0,0.341,10,0.5,MS230501b,97946,0.341
1157690,84.500,-2.398,93.438,1.871741353380293e-05,3.0999999046325684,0.339,11,0.5,MS230501b,1157690,0.339
1030118,100.963,25.842,124.239,1.3356193839276065e-05,4.199999809265137,0.328,12,0.5,MS230501b,1030118,0.328
55728,93.105,13.012,102.257,1.755868055198798e-05,3.0,0.308,13,0.5,MS230501b,55728,0.308
2675,96.194,15.968,108.179,2.5987101588063564e-05,2.0,0.304,14,0.5,MS230501b,2675,0.304
1029985,102.073,25.527,103.607,1.052754010257352e-05,4.800000190734863,0.295,15,0.5,MS230501b,1029985,0.295
1026879,90.899,7.785,76.722,2.5011177888146523e-05,2.0,0.292,16,0.5,MS230501b,1026879,0.292
33493,97.885,19.145,102.349,2.4972460402880443e-05,2.0,0.292,17,0.5,MS230501b,33493,0.292
87063,106.588,39.172,99.733,4.9374602541953645e-06,10.0,0.288,18,0.5,MS230501b,87063,0.288
1027138,253.364,86.591,90.163,1.3233163131913567e-05,3.700000047683716,0.286,19,0.5,MS230501b,1027138,0.286
82957,95.797,14.720,75.931,1.6220704697567116e-05,3.0,0.284,20,0.5,MS230501b,82957,0.284
1027270,105.859,33.779,134.561,5.2093620933698435e-06,9.0,0.274,21,0.5,MS230501b,1027270,0.274
14430,91.948,11.155,102.280,1.5513686281302022e-05,3.0,0.272,22,0.5,MS230501b,14430,0.272
1028281,91.373,9.681,109.807,1.4596363414241009e-05,3.0,0.256,23,0.5,MS230501b,1028281,0.256
1034047,101.896,26.740,139.076,7.004548688995245e-06,5.699999809265137,0.233,24,0.5,MS230501b,1034047,0.233
1025595,115.243,55.427,147.464,3.0118293229615784e-06,13.0,0.229,25,0.5,MS230501b,1025595,0.229
81689,95.563,13.997,79.038,1.9428787460503882e-05,2.0,0.227,26,0.5,MS230501b,81689,0.227
1026679,117.799,62.081,96.406,5.8118711920234415e-06,6.599999904632568,0.224,27,0.5,MS230501b,1026679,0.224
1027947,118.573,62.859,125.614,6.391722659971466e-06,6.0,0.224,28,0.5,MS230501b,1027947,0.224
1027378,116.871,60.934,130.473,5.42399611478045e-06,7.0,0.222,29,0.5,MS230501b,1027378,0.222
46660,98.929,21.058,129.482,1.206001448464871e-05,3.0,0.211,30,0.5,MS230501b,46660,0.211
54875,94.859,18.419,110.936,3.6157525969414015e-06,10.0,0.211,31,0.5,MS230501b,54875,0.211
1151216,74.883,-15.824,58.691,7.4488341305214255e-06,4.599999904632568,0.200,32,0.5,MS230501b,1151216,0.200
1028965,105.701,37.121,105.851,6.357622373089267e-06,5.199999809265137,0.193,33,0.5,MS230501b,1028965,0.193
14410,97.777,18.455,142.960,4.643264272992889e-06,7.0,0.190,34,0.5,MS230501b,14410,0.190
1036197,101.604,25.186,140.140,5.4568339224359365e-06,5.900000095367432,0.188,35,0.5,MS230501b,1036197,0.188
46137,97.668,18.311,122.999,1.584380544459644e-05,2.0,0.185,36,0.5,MS230501b,46137,0.185
59455,93.291,14.458,90.414,1.0154533262177396e-05,3.0,0.178,37,0.5,MS230501b,59455,0.178
46125,97.369,18.273,124.900,1.502881775454625e-05,2.0,0.176,38,0.5,MS230501b,46125,0.176
1026341,98.390,21.037,81.760,1.489571511374155e-05,2.0,0.174,39,0.5,MS230501b,1026341,0.174
81693,95.546,14.798,93.387,2.9374326117143137e-05,1.0,0.172,40,0.5,MS230501b,81693,0.172
1027929,103.196,31.289,84.300,7.0236751818539946e-06,4.099999904632568,0.168,41,0.5,MS230501b,1027929,0.168
1031923,104.995,34.084,107.799,9.22202071649284e-06,3.0999999046325684,0.167,42,0.5,MS230501b,1031923,0.167
1027240,116.838,59.019,141.673,4.011266246136023e-06,7.0,0.164,43,0.5,MS230501b,1027240,0.164
72540,96.235,16.135,93.429,2.7710358378421574e-05,1.0,0.162,44,0.5,MS230501b,72540,0.162
1449,179.971,86.210,100.763,1.6258510930463335e-05,1.7000000476837158,0.161,45,0.5,MS230501b,1449,0.161
60966,95.240,13.732,70.130,1.348397853986337e-05,2.0,0.157,46,0.5,MS230501b,60966,0.157
1028827,106.043,37.690,105.307,6.635530040246539e-06,4.0,0.155,47,0.5,MS230501b,1028827,0.155
61025,96.309,15.093,133.857,6.618183241321785e-06,4.0,0.155,48,0.5,MS230501b,61025,0.155
1025937,103.865,33.280,78.360,4.7197985057429894e-06,5.599999904632568,0.154,49,0.5,MS230501b,1025937,0.154
86439,94.086,7.297,76.117,2.3966668921852457e-06,11.0,0.154,50,0.5,MS230501b,86439,0.154
61030,96.441,15.723,101.011,2.613228136514709e-05,1.0,0.153,51,0.5,MS230501b,61030,0.153
54484,94.509,11.852,86.904,2.553245169867408e-05,1.0,0.149,52,0.5,MS230501b,54484,0.149
95106,151.545,86.295,98.422,8.501335713372222e-06,3.0,0.149,53,0.5,MS230501b,95106,0.149
60999,95.892,14.756,107.619,2.4949180350802975e-05,1.0,0.146,54,0.5,MS230501b,60999,0.146
61079,96.711,16.539,108.859,2.4852721274178105e-05,1.0,0.145,55,0.5,MS230501b,61079,0.145
12966,115.202,59.946,115.145,4.864338346358648e-06,5.0,0.142,56,0.5,MS230501b,12966,0.142
81598,94.086,7.297,76.117,2.3966668921852457e-06,10.0,0.140,57,0.5,MS230501b,81598,0.140
1033829,101.073,25.935,143.404,5.974490125743994e-06,4.0,0.140,58,0.5,MS230501b,1033829,0.140
22971,102.622,28.847,122.255,1.1927024146102946e-05,2.0,0.139,59,0.5,MS230501b,22971,0.139
1154122,85.260,-3.523,91.809,1.2173943239363213e-05,1.899999976158142,0.135,60,0.5,MS230501b,1154122,0.135
61763,91.865,10.429,122.537,7.656804033493977e-06,3.0,0.134,61,0.5,MS230501b,61763,0.134
1157257,80.955,-8.678,63.940,1.2715166911737183e-05,1.7999999523162842,0.134,62,0.5,MS230501b,1157257,0.134
45773,93.670,11.663,132.631,5.646764508230967e-06,4.0,0.132,63,0.5,MS230501b,45773,0.132
1329071,74.080,-15.798,78.766,7.450728515470144e-06,3.0,0.131,64,0.5,MS230501b,1329071,0.131
1161693,84.252,-3.645,95.541,1.4825438699580857e-05,1.5,0.130,65,0.5,MS230501b,1161693,0.130
1028496,118.382,63.897,110.705,7.3623069893063825e-06,3.0,0.129,66,0.5,MS230501b,1028496,0.129
66069,97.663,17.718,134.996,7.27569036828566e-06,3.0,0.127,67,0.5,MS230501b,66069,0.127
1027091,117.828,56.910,127.571,2.716383320850215e-06,8.0,0.127,68,0.5,MS230501b,1027091,0.127
60940,94.548,15.004,69.862,1.0455400527164228e-05,2.0,0.122,69,0.5,MS230501b,60940,0.122
1709,184.855,86.792,125.010,4.355222654921086e-06,4.800000190734863,0.122,70,0.5,MS230501b,1709,0.122
46122,97.307,18.125,64.881,6.959526027970867e-06,3.0,0.122,71,0.5,MS230501b,46122,0.122
87024,98.390,21.037,73.637,1.0298237189182964e-05,2.0,0.120,72,0.5,MS230501b,87024,0.120
72603,89.552,6.064,74.961,2.0564554752485433e-05,1.0,0.120,73,0.5,MS230501b,72603,0.120
1027182,180.175,88.137,96.085,6.761074102819365e-06,3.0,0.118,74,0.5,MS230501b,1027182,0.118
72559,96.523,16.741,62.984,6.759078278381158e-06,3.0,0.118,75,0.5,MS230501b,72559,0.118
1031658,128.640,75.153,95.167,1.0132333581620845e-05,2.0,0.118,76,0.5,MS230501b,1031658,0.118
1029729,107.663,39.724,93.061,5.281451108358462e-06,3.799999952316284,0.117,77,0.5,MS230501b,1029729,0.117
1031617,107.424,36.369,106.424,5.275902033247189e-06,3.799999952316284,0.117,78,0.5,MS230501b,1031617,0.117
77519,99.890,22.242,131.707,1.0005197471171017e-05,2.0,0.117,79,0.5,MS230501b,77519,0.117
75566,98.670,23.516,125.449,9.87201535746298e-06,2.0,0.115,80,0.5,MS230501b,75566,0.115
1027349,143.652,81.145,96.417,1.0725937223357135e-05,1.7999999523162842,0.113,81,0.5,MS230501b,1027349,0.113
1027015,123.430,64.337,129.389,1.922230547656203e-06,10.0,0.112,82,0.5,MS230501b,1027015,0.112
1024838,101.515,29.348,68.585,2.933296243098608e-06,6.5,0.111,83,0.5,MS230501b,1024838,0.111
46673,99.050,20.439,108.023,1.8938940723286274e-05,1.0,0.111,84,0.5,MS230501b,46673,0.111
1030081,101.749,27.203,147.839,4.734102745439189e-06,4.0,0.111,85,0.5,MS230501b,1030081,0.111
1027219,85.773,0.620,64.505,1.0939555229186556e-05,1.7000000476837158,0.109,86,0.5,MS230501b,1027219,0.109
1040636,103.061,32.927,108.872,6.132988419605548e-06,3.0,0.107,87,0.5,MS230501b,1040636,0.107
94952,95.563,13.997,128.347,9.193007255814544e-06,2.0,0.107,88,0.5,MS230501b,94952,0.107
1153034,74.079,-15.798,82.703,6.06587897603291e-06,3.0,0.106,89,0.5,MS230501b,1153034,0.106
50770,102.516,26.382,119.007,8.94867108386565e-06,2.0,0.105,90,0.5,MS230501b,50770,0.105
46128,97.433,20.696,145.806,2.9743658908633803e-06,6.0,0.104,91,0.5,MS230501b,46128,0.104
66070,97.744,17.189,106.931,1.773844036216242e-05,1.0,0.104,92,0.5,MS230501b,66070,0.104
1027607,116.619,58.963,99.082,5.329144351033546e-06,3.299999952316284,0.103,93,0.5,MS230501b,1027607,0.103
1329067,73.228,-15.346,80.914,5.853188047509997e-06,3.0,0.103,94,0.5,MS230501b,1329067,0.103
1068892,184.855,86.792,121.357,5.81034806691775e-06,3.0,0.102,95,0.5,MS230501b,1068892,0.102
1025538,115.637,49.810,97.190,1.1378993159546863e-06,15.0,0.100,96,0.5,MS230501b,1025538,0.100
1034263,106.601,33.628,136.122,3.116653881875558e-06,5.400000095367432,0.098,97,0.5,MS230501b,1034263,0.098
1029036,151.545,86.295,92.302,8.802302778334004e-06,1.899999976158142,0.098,98,0.5,MS230501b,1029036,0.098
64468,89.724,5.426,99.058,2.7805604483700334e-05,0.6000000238418579,0.097,99,0.5,MS230501b,64468,0.097
46630,98.342,18.739,88.154,1.6347072616077093e-05,1.0,0.095,100,0.5,MS230501b,46630,0.095
1035462,102.451,25.688,146.114,2.5005194714419323e-06,6.5,0.095,101,0.5,MS230501b,1035462,0.095
1036110,113.941,51.713,119.420,4.785642195322009e-06,3.299999952316284,0.092,102,0.5,MS230501b,1036110,0.092
1038974,101.821,25.966,142.970,5.258618197988465e-06,3.0,0.092,103,0.5,MS230501b,1038974,0.092
20621,99.872,20.867,128.133,7.68987915254337e-06,2.0,0.090,104,0.5,MS230501b,20621,0.090
1034654,100.187,27.606,145.893,2.4718494073777025e-06,6.199999809265137,0.089,105,0.5,MS230501b,1034654,0.089
1028467,277.027,78.750,76.720,1.375085908457962e-05,1.100000023841858,0.088,106,0.5,MS230501b,1028467,0.088
1026748,112.034,52.472,96.837,3.013647212451287e-06,5.0,0.088,107,0.5,MS230501b,1026748,0.088
1031059,115.980,62.072,121.792,5.005442371852878e-06,3.0,0.088,108,0.5,MS230501b,1031059,0.088
1027385,113.706,55.962,147.960,2.4750838430083053e-06,6.0,0.087,109,0.5,MS230501b,1027385,0.087
1068902,90.991,8.654,76.284,1.8456038959651542e-05,0.800000011920929,0.086,110,0.5,MS230501b,1068902,0.086
34089,105.953,34.368,147.167,3.6731885385454786e-06,4.0,0.086,111,0.5,MS230501b,34089,0.086
60956,95.058,13.260,97.682,2.9298150539470883e-05,0.5,0.086,112,0.5,MS230501b,60956,0.086
61105,97.071,16.633,78.046,1.4581214954039413e-05,1.0,0.085,113,0.5,MS230501b,61105,0.085
2015089,74.119,-15.650,89.006,3.626778044814346e-06,4.0,0.085,114,0.5,MS230501b,2015089,0.085
1031568,103.339,30.278,78.176,6.211600603604311e-06,2.299999952316284,0.083,115,0.5,MS230501b,1031568,0.083
60934,94.141,12.398,105.095,2.857132792033495e-05,0.5,0.083,116,0.5,MS230501b,60934,0.083
1037756,102.954,32.615,109.596,7.088238693279561e-06,2.0,0.083,117,0.5,MS230501b,1037756,0.083
