|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |    note | scheduled |    name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230429o | 06:15:36 |  71:02:15 |    V,R | 120,120 |   5,5 |     1,1 |                    1.0 | 1024698 |      True | 1024698 |  93.9019 |  71.0376 |          60.004206 |  4.223770059299916e-05 |    9.0 |                    1.0 |    0 |        0.5 |   Target[name=MS230429o, ra[deg]=93.9019, dec[deg]=71.0376 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (93.9019, 71.0376)> | 28c7cd76c4e94ba9850198aec809bdfa |  64.31120369760418 | 2023-04-29T00:15:32.144 | 2023-04-29 07:22:29.118680 | 2023-04-29T14:29:21.346 |  41.94 |
| MS230429o | 05:08:54 |  75:25:40 |    V,R | 120,120 |   5,5 |     1,1 |     0.6435875554326321 | 1025245 |      True | 1025245 |   77.228 |  75.4279 |          70.714419 |  4.530613475194165e-05 |    5.4 |     0.6435875554326321 |    1 |        0.5 |    Target[name=MS230429o, ra[deg]=77.228, dec[deg]=75.4279 |    <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (77.228, 75.4279)> | 89119ce5f3a54d6bb7b2f2353f91e7de |  70.25729458458282 | 2023-04-28T22:31:28.029 | 2023-04-29 06:16:19.891768 | 2023-04-29T14:01:12.189 |  37.21 |
| MS230429o | 05:06:35 |  75:35:43 |    V,R | 120,120 |   5,5 |     1,1 |     0.5934244921128653 | 1024921 |     False | 1024921 |  76.6487 |  75.5953 |          61.520291 |  6.096870432058795e-05 |    3.7 |     0.5934244921128653 |    2 |        0.5 |   Target[name=MS230429o, ra[deg]=76.6487, dec[deg]=75.5953 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (76.6487, 75.5953)> | 493a9b1d57f449d9b092399359027a09 |  70.43195052877006 | 2023-04-28T22:27:18.317 | 2023-04-29 06:14:02.942078 | 2023-04-29T14:00:46.703 |  37.08 |
| MS230429o | 05:51:25 |  74:17:00 |    V,R | 120,120 |   5,5 |     1,1 |     0.5370193990003467 |   86995 |      True |   86995 |  87.8564 |  74.2834 |          79.561742 |  4.082848970788094e-05 |    5.0 |     0.5370193990003467 |    3 |        0.5 |   Target[name=MS230429o, ra[deg]=87.8564, dec[deg]=74.2834 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (87.8564, 74.2834)> | 4232cea633ad4ed7b807cc36e8efbd6b |  67.27456076992864 | 2023-04-28T23:25:49.405 | 2023-04-29 06:58:37.082030 | 2023-04-29T14:31:28.274 |  39.93 |
| MS230429o | 19:39:29 |  06:20:54 |    V,R | 120,120 |   5,5 |     1,1 |    0.37671803699128775 |    1111 |      True |    1111 | 294.8717 |   6.3484 |          92.545464 |  4.773523089102203e-05 |    3.0 |    0.37671803699128775 |    4 |        0.5 |   Target[name=MS230429o, ra[deg]=294.8717, dec[deg]=6.3484 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (294.8717, 6.3484)> | 864cd32e0b7647cdb7ff3a2f7062a832 | 137.56994240783544 | 2023-04-29T16:56:12.509 | 2023-04-29 20:42:36.679769 | 2023-04-30T00:29:03.088 |  51.35 |
| MS230429o | 06:45:41 |  71:20:37 |    V,R | 120,120 |   5,5 |     1,1 |    0.37469380379698597 | 1025047 |      True | 1025047 | 101.4212 |  71.3438 |          50.863362 |  5.697448129648499e-05 |    2.5 |    0.37469380379698597 |    5 |        0.5 |  Target[name=MS230429o, ra[deg]=101.4212, dec[deg]=71.3438 |  <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (101.4212, 71.3438)> | ec908f1cc0564285943286145c9712c4 |  62.37292974920269 | 2023-04-29T00:43:34.468 | 2023-04-29 07:52:29.311490 | 2023-04-29T15:01:19.417 |  44.28 |
| MS230429o | 20:24:20 |  27:03:49 |    V,R | 120,120 |   5,5 |     1,1 |     0.2876966299048473 |     564 |      True |     564 | 306.0843 |  27.0639 |          97.163959 | 2.1873041641964462e-05 |    5.0 |     0.2876966299048473 |    6 |        0.5 |  Target[name=MS230429o, ra[deg]=306.0843, dec[deg]=27.0639 |  <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (306.0843, 27.0639)> | 3933c7634fbb463ba0e3d21ca69e9866 |  130.3099009804959 | 2023-04-29T16:41:23.588 | 2023-04-29 21:27:54.956878 | 2023-04-30T02:12:59.853 |  57.72 |
| MS230429o | 05:28:58 |  74:54:41 |    V,R | 120,120 |   5,5 |     1,1 |     0.2380662080253079 | 1030277 |     False | 1030277 |  82.2425 |  74.9114 |          78.188397 |  3.934728897297486e-05 |    2.3 |     0.2380662080253079 |    7 |        0.5 |   Target[name=MS230429o, ra[deg]=82.2425, dec[deg]=74.9114 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (82.2425, 74.9114)> | 3c36385120cf459f8a603dc60e3207e5 |  68.88796404011346 | 2023-04-28T22:57:03.744 | 2023-04-29 06:36:19.605398 | 2023-04-29T14:15:33.097 |  38.44 |
| MS230429o | 00:59:15 |  76:30:45 |    V,R | 120,120 |   5,5 |     1,1 |    0.23028540628554323 |     603 |     False |     603 |  14.8133 |  76.5126 |          77.978599 | 2.1885244671172064e-05 |    4.0 |    0.23028540628554323 |    8 |        0.5 |   Target[name=MS230429o, ra[deg]=14.8133, dec[deg]=76.5126 |   <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (14.8133, 76.5126)> | 262bbe8dc0ba427f9370da28190556ed |  83.67183333964776 |                         | 2023-04-30 02:01:59.345494 |                         |  32.89 |
| MS230429o | 19:17:26 |  -1:46:41 |    V,R | 120,120 |   5,5 |     1,1 |    0.21746978832969688 | 1262351 |      True | 1262351 | 289.3621 |  -1.7781 |          77.886257 | 3.4445526120914385e-05 |    2.4 |    0.21746978832969688 |    9 |        0.5 |  Target[name=MS230429o, ra[deg]=289.3621, dec[deg]=-1.7781 |  <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (289.3621, -1.7781)> | a7e7e3e2d07b46ac8a99901700e3aa95 | 136.38804066802695 | 2023-04-29T17:04:44.447 | 2023-04-29 20:20:45.981306 | 2023-04-29T23:36:42.182 |  46.72 |
| MS230429o | 20:19:32 |  24:20:11 |    V,R | 120,120 |   5,5 |     1,1 |    0.21615912263189432 |   72310 |     False |   72310 | 304.8838 |  24.3364 |         103.283843 |  2.739034372795096e-05 |    3.0 |    0.21615912263189432 |   10 |        0.5 |  Target[name=MS230429o, ra[deg]=304.8838, dec[deg]=24.3364 |  <FixedTarget "MS230429o" at SkyCoord (ICRS): (ra, dec) in deg (304.8838, 24.3364)> | 310fbe1d62d94af78c37051d32e94004 |  131.9850078586519 | 2023-04-29T16:43:37.528 | 2023-04-29 21:22:42.284423 | 2023-04-30T02:01:13.564 |  57.29 |
