|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |    note | scheduled |    name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230428o | 06:15:36 |  71:02:15 |    B,R |   60,60 |   3,3 |     2,2 |                    1.0 | 1024698 |      True | 1024698 |  93.9019 |  71.0376 |          60.004206 | 4.1927505793488486e-05 |    9.0 |                    1.0 |    0 |        0.5 |   Target[name=MS230428o, ra[deg]=93.9019, dec[deg]=71.0376 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (93.9019, 71.0376)> | 01022bfb6f53444e9a36417a8ed89e18 |  61.64874087560555 | 2023-04-28T17:09:34.492 | 2023-04-28 23:14:46.676314 | 2023-04-29T05:19:55.377 |  38.75 |
| MS230428o | 05:08:54 |  75:25:40 |    B,R |   60,60 |   3,3 |     2,2 |     0.6435234927998412 | 1025245 |     False | 1025245 |   77.228 |  75.4279 |          70.714419 |  4.496892868459288e-05 |    5.4 |     0.6435234927998412 |    1 |        0.5 |    Target[name=MS230428o, ra[deg]=77.228, dec[deg]=75.4279 |    <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (77.228, 75.4279)> | 77437af165664c2e829b718269174a9c |   67.7408378168363 |                         | 2023-04-28 22:08:37.779998 |                         |  33.55 |
| MS230428o | 05:06:35 |  75:35:43 |    B,R |   60,60 |   3,3 |     2,2 |     0.5927100826947931 | 1024921 |     False | 1024921 |  76.6487 |  75.5953 |          61.520291 |  6.044808906062744e-05 |    3.7 |     0.5927100826947931 |    2 |        0.5 |   Target[name=MS230428o, ra[deg]=76.6487, dec[deg]=75.5953 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (76.6487, 75.5953)> | ca1abeec291f4593ba226e119467d281 |  67.92350843498333 |                         | 2023-04-28 22:06:20.759096 |                         |   33.4 |
| MS230428o | 05:51:25 |  74:17:00 |    B,R |   60,60 |   3,3 |     2,2 |     0.5406325634803566 |   86995 |      True |   86995 |  87.8564 |  74.2834 |          79.561742 |  4.080132757498445e-05 |    5.0 |     0.5406325634803566 |    3 |        0.5 |   Target[name=MS230428o, ra[deg]=87.8564, dec[deg]=74.2834 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (87.8564, 74.2834)> | ccef928edba446439e107aa5d2247c59 |  64.74498465503741 | 2023-04-28T16:35:23.237 | 2023-04-28 22:50:55.263077 | 2023-04-29T05:06:30.787 |  36.39 |
| MS230428o | 19:39:29 |  06:20:54 |    B,R |   60,60 |   3,3 |     2,2 |    0.38184241666940105 |    1111 |      True |    1111 | 294.8717 |   6.3484 |          92.545464 |  4.802921857816186e-05 |    3.0 |    0.38184241666940105 |    4 |        0.5 |   Target[name=MS230428o, ra[deg]=294.8717, dec[deg]=6.3484 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (294.8717, 6.3484)> | f7972951788d4c458b41bfbc7c00d7f2 | 139.97330061905777 | 2023-04-29T08:42:17.799 | 2023-04-29 12:34:57.989787 | 2023-04-29T16:27:34.159 |  57.16 |
| MS230428o | 06:45:41 |  71:20:37 |    B,R |   60,60 |   3,3 |     2,2 |     0.3770311551851988 | 1025047 |      True | 1025047 | 101.4212 |  71.3438 |          50.863362 |  5.690885629994727e-05 |    2.5 |     0.3770311551851988 |    5 |        0.5 |  Target[name=MS230428o, ra[deg]=101.4212, dec[deg]=71.3438 |  <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (101.4212, 71.3438)> | b393da0f126848238cce9008854acb02 |  59.80831214048254 | 2023-04-28T17:38:45.350 | 2023-04-28 23:44:47.379241 | 2023-04-29T05:50:44.910 |  40.99 |
| MS230428o | 20:24:20 |  27:03:49 |    B,R |   60,60 |   3,3 |     2,2 |     0.2921532910201964 |     564 |      True |     564 | 306.0843 |  27.0639 |          97.163959 | 2.2048747030381272e-05 |    5.0 |     0.2921532910201964 |    6 |        0.5 |  Target[name=MS230428o, ra[deg]=306.0843, dec[deg]=27.0639 |  <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (306.0843, 27.0639)> | 2699a9c1e72140ec9d25d6048a36543f | 130.64695955996925 | 2023-04-29T08:39:41.200 | 2023-04-29 13:21:07.483556 | 2023-04-29T17:59:18.493 |  61.29 |
| MS230428o | 05:28:58 |  74:54:41 |    B,R |   60,60 |   3,3 |     2,2 |     0.2388683429472607 | 1030277 |     False | 1030277 |  82.2425 |  74.9114 |          78.188397 |  3.918992298136285e-05 |    2.3 |     0.2388683429472607 |    7 |        0.5 |   Target[name=MS230428o, ra[deg]=82.2425, dec[deg]=74.9114 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (82.2425, 74.9114)> | dec8788e46d94114b7ecb8bd11891e89 |  66.36214503259687 | 2023-04-28T16:10:40.455 | 2023-04-28 22:28:38.029252 | 2023-04-29T04:46:32.747 |  34.84 |
| MS230428o | 00:59:15 |  76:30:45 |    B,R |   60,60 |   3,3 |     2,2 |    0.23024810039512647 |     603 |     False |     603 |  14.8133 |  76.5126 |          77.978599 | 2.1720999626507616e-05 |    4.0 |    0.23024810039512647 |    8 |        0.5 |   Target[name=MS230428o, ra[deg]=14.8133, dec[deg]=76.5126 |   <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (14.8133, 76.5126)> | a1bcd98593ed44ae8e3c150569bbe497 |  81.46075126614974 |                         | 2023-04-29 17:54:17.400812 |                         |  28.87 |
| MS230428o | 19:17:26 |  -1:46:41 |    B,R |   60,60 |   3,3 |     2,2 |    0.22121547897560503 | 1262351 |      True | 1262351 | 289.3621 |  -1.7781 |          77.886257 |  3.478148449456416e-05 |    2.4 |    0.22121547897560503 |    9 |        0.5 |  Target[name=MS230428o, ra[deg]=289.3621, dec[deg]=-1.7781 |  <FixedTarget "MS230428o" at SkyCoord (ICRS): (ra, dec) in deg (289.3621, -1.7781)> | 0e69c980d6ac4bd9b0157a4f8c2ceb1e |  139.5684939336345 | 2023-04-29T08:44:46.666 | 2023-04-29 12:13:03.993816 | 2023-04-29T15:41:16.161 |  52.62 |
